"Finger_X","Finger_Y","Finger_Z","Metacarpal_X","Metacarpal_Y","Metacarpal_Z","Wrist_X","Wrist_Y","Wrist_Z","Elbow_X","Elbow_Y","Elbow_Z","Shoulder_X","Shoulder_Y","Shoulder_Z","Pec_A_X","Pec_A_Y","Pec_A_Z","Pec_P_X","Pec_P_Y","Pec_P_Z","Toe_X","Toe_Y","Toe_Z","Metatarsal_X","Metatarsal_Y","Metatarsal_Z","Ankle_X","Ankle_Y","Ankle_Z","Knee_X","Knee_Y","Knee_Z","Hip_X","Hip_Y","Hip_Z","Pel_A_X","Pel_A_Y","Pel_A_Z","Pel_P_X","Pel_P_Y","Pel_P_Z","Snout_X","Snout_Y","Snout_Z","Mid_1_X","Mid_1_Y","Mid_1_Z","Mid_2_X","Mid_2_Y","Mid_2_Z","Mid_3_X","Mid_3_Y","Mid_3_Z","Tail_1_X","Tail_1_Y","Tail_1_Z","Tail_2_X","Tail_2_Y","Tail_2_Z","Tail_3_X","Tail_3_Y","Tail_3_Z","Tail_4_X","Tail_4_Y","Tail_4_Z","Tail_5_X","Tail_5_Y","Tail_5_Z","Tail_6_X","Tail_6_Y","Tail_6_Z"
5.31733931390186,6.14642340463857,2.16169252256917,5.52420034703445,6.14670282414736,2.13379803648053,5.65499984621894,6.10314535373553,2.05987693120664,5.43649057988478,5.95788088217436,1.78149314637226,5.10231861833835,5.87839676039415,1.94966592906598,4.85007683145977,5.56516486914259,1.87549697531582,4.97165889652091,5.5321547841406,1.90770496597553,6.38211369749615,5.97236841365787,2.0543075547761,6.62799563232457,5.96865935745247,2.06057412311629,6.92520802105395,5.94536253439553,2.03658299151086,7.19275786452304,5.65622909154995,2.08833698076665,7.44270878254705,5.48297194657969,2.25891332351907,7.47702190059576,5.12605957089446,2.22033754751366,7.68662254703669,5.16592378698587,2.22663281976132,3.32501311634058,5.99469001459514,1.85918619171242,5.56678848034843,5.35232304684844,1.96406787021014,6.21370145440742,5.19901926986536,2.02756089647987,6.86898465220989,5.10381957996624,2.1188850891008,8.39144015434532,5.21115770428633,2.27762158462165,9.11290156618249,5.17712205822207,2.3827151813599,9.84494526762174,5.13029837517824,2.47875256374485,10.578436387285,5.04664884219347,2.51765101558633,11.3180455892268,5.0066803320525,2.60422220404107,12.086558953276,4.98221549360885,2.66569806428911
5.31725018962695,6.14554043932969,2.16322219522378,5.52470809126037,6.14481848991159,2.13459415528306,5.65369335304657,6.10244133964037,2.05936412118359,5.43097532305058,5.95872005748161,1.78112802217392,5.09795948783249,5.8799753956448,1.94733311407024,4.84395474911073,5.56849492537273,1.87302853739806,4.96634295005763,5.5352182089539,1.90564210372319,6.37024895459587,5.958174668181,2.09951428524418,6.63077223362487,5.98174801873079,2.08106386760351,6.92685656057519,5.95899329810328,2.05680693718581,7.18924621142868,5.67274121169846,2.09874713911244,7.44035513316043,5.48717404353921,2.26369679996942,7.46950182278273,5.12893609685744,2.22038030961412,7.68153850586186,5.16836168611361,2.22595304350855,3.32057631825172,5.99886653598273,1.85558695671292,5.56419478743883,5.35113218089665,1.96559824231207,6.21392050617522,5.19935250202886,2.0279368808556,6.86271227442696,5.10832452135307,2.11915315050144,8.38694036824483,5.21214026097868,2.27673729356638,9.1030338619688,5.17760335081379,2.38280574672279,9.83761752950992,5.13174440464006,2.47796907571754,10.5750176591843,5.04625125830564,2.51569264829178,11.3301477725009,4.99695462932388,2.60852098719867,12.0821254320979,4.98111392129575,2.66427395476879
5.31664723814605,6.14523717046295,2.16281060932652,5.52400460381623,6.14497059283774,2.13506258621184,5.6514270749156,6.10095490846576,2.05694112890953,5.42872797677266,5.96031044636169,1.7835317849377,5.09518524737144,5.88672028603114,1.94825006178833,4.83945240504125,5.57540418232535,1.87616714457662,4.96149740998374,5.53587120607061,1.90641955689726,6.36030931298775,5.96901747916395,2.13906705957005,6.61454519173759,5.9926777586209,2.1129104420375,6.9296277052381,5.97551925841711,2.08996008378725,7.18983185677925,5.69276505961396,2.11087129398063,7.43674796411444,5.49306636024613,2.26615014088762,7.46265902305977,5.13407835724356,2.22188790438033,7.67882909606469,5.17041613885106,2.22524077386273,3.31646908048355,6.00310263460161,1.85033269658654,5.56737955907177,5.35495339478499,1.96317247041612,6.20990746268485,5.20521708093021,2.03065030647035,6.85777440441726,5.10867073315911,2.12170488180253,8.38220001115638,5.20466749038389,2.28205414488997,9.09927040486309,5.17934049213363,2.38283709799395,9.83457351149437,5.1319263252512,2.47750145203667,10.5713305492738,5.04609123703298,2.51488699461678,11.3251590370604,4.99622762488577,2.60913574281645,12.0765583774387,4.97757273699535,2.66295802251287
5.31450179921695,6.144753740133,2.16367460726917,5.52445495891509,6.14717180852078,2.13412661713416,5.65050621694941,6.10180712335354,2.05637147817469,5.42249395480148,5.96295867512196,1.78644203631306,5.08603949663877,5.88844152216468,1.94881855765075,4.82885630096475,5.57962900938552,1.87397380304925,4.95257894790458,5.54314043820254,1.90169271592153,6.39509561854865,6.00041266105213,2.19450523812915,6.61044778182583,6.00921385326181,2.16201805479235,6.911775992928,5.99964078802949,2.13499161147256,7.17688276977441,5.70442933213255,2.12361906467849,7.43284284997603,5.49734491159252,2.27019556174127,7.45650690125118,5.1316896519246,2.21596594919943,7.66975753184089,5.16890276125122,2.22561397037083,3.3123682195679,6.00811932613248,1.84788341192402,5.56020294462574,5.35305627267375,1.96271315149903,6.2049912121995,5.20664950502894,2.02892612786568,6.85810070522954,5.10753112591002,2.12166119157117,8.37096996614302,5.21029077135252,2.28686202012377,9.0912694226272,5.18167941134988,2.38350355367457,9.82894617493687,5.13148470150715,2.47637855810919,10.5656512006756,5.04785763576247,2.51522232345798,11.3164171820516,4.99201128461948,2.60544324218655,12.0712053990131,4.97346836732244,2.66043440888852
5.31485597258898,6.14440772009116,2.16364651953923,5.52278883630232,6.14696977835174,2.13279704431372,5.64915135703703,6.1005033380597,2.05374331378272,5.42002022857233,5.96600052091096,1.7882990534185,5.08205277763968,5.89212642840518,1.94755280033169,4.82214297718757,5.58177235825424,1.87454499103255,4.9478123430626,5.54472682817282,1.90133708873219,6.35427101356738,6.00687358674213,2.21175596592747,6.59666880576225,6.01025322586838,2.17267843300368,6.89964987453106,6.01260099355541,2.15790427782893,7.1695810014748,5.71794449240877,2.13664830824314,7.43152452908996,5.50075736212061,2.27762751836896,7.45641304770131,5.13776203186044,2.22167388254557,7.6689071601463,5.17208311115369,2.22749235075364,3.30883201667011,6.0135153657494,1.84523866626587,5.55687674944308,5.36785143909594,1.95418896758078,6.1992970437737,5.21399167079438,2.0258482691863,6.84406262720771,5.11896060445881,2.11707893507528,8.36704358422637,5.21060903631465,2.28576939881221,9.08772164931503,5.1813247187031,2.38096707141246,9.82376807791622,5.13271526918384,2.47707328848616,10.5622836926724,5.04565887145149,2.51504528855221,11.3154157439627,4.98994313423214,2.60440627469861,12.0655758461251,4.9701720077116,2.65725571054479
5.32061560444044,6.14149415644078,2.1672865675308,5.52085568977953,6.14657657786822,2.1331714418448,5.64776556252397,6.10234918936089,2.05317794024631,5.39947437520023,5.96071651762456,1.79883814388431,5.07868579694454,5.88795797422635,1.95260926397072,4.8160659030134,5.58677408159099,1.87194951081454,4.94201512368865,5.5486873508351,1.89864356076456,6.32098731640843,6.02976689382122,2.21795858482605,6.56678089545891,6.02623334889171,2.16970555635748,6.89800499512998,6.02288595195663,2.16955564326478,7.16647933342628,5.71949686114755,2.13768833102223,7.42512901005004,5.50330302710034,2.27628723436001,7.4479941237558,5.13100230525327,2.22008376487904,7.6606316825475,5.17169831876725,2.22668908981699,3.30396309304096,6.01915998571922,1.83986789309269,5.55300840865814,5.36948759696732,1.95346145748119,6.19607797407792,5.21404465628687,2.02752801871261,6.83858225374071,5.11986051062503,2.11714432146843,8.35873635988469,5.21087955413699,2.28683964590494,9.07737121655653,5.17801013128055,2.38455461470335,9.81687791235228,5.13314077043053,2.47752053568619,10.5605164917281,5.04475889615104,2.51096129877115,11.3115315191191,4.98865385461762,2.6017786790341,12.0601229915793,4.9655764839754,2.65563203753705
5.3213389047664,6.1403549328956,2.16838379264017,5.52283554901805,6.14779153672557,2.13261486148641,5.64699396547882,6.09945723189932,2.05027100129014,5.39370434370546,5.95998096262089,1.79792822169596,5.07498095274103,5.89305483867851,1.95103161730434,4.81168846959924,5.58394525361586,1.87429124452738,4.93894727662072,5.55211494777641,1.89648987372607,6.33252234971127,6.01072491691607,2.21538086223378,6.57850375700869,6.01748834055641,2.17277477860026,6.89807610052318,6.0225474090071,2.16778709967379,7.16358295918011,5.7225840530596,2.13159936188702,7.4232650618373,5.50656894234704,2.27267809471453,7.44548939255781,5.13353404400303,2.21923626065737,7.65721298657423,5.17295699800825,2.22715667365128,3.29983981493779,6.01924044994156,1.8417823439159,5.54767583703237,5.3752221543625,1.95499811700943,6.1944328508691,5.22082967911792,2.02309462662828,6.83438693946819,5.12583371745748,2.11207913226406,8.35040777412069,5.21098211502369,2.28562454465642,9.06999556835867,5.17822990391076,2.3840773725252,9.8078112340502,5.13301622419242,2.47901024236087,10.5579061341534,5.04122399775569,2.51375114151214,11.3107531865637,4.988177714542,2.60135777298534,12.0553484691384,4.9618088311934,2.65236827678088
5.32183138602238,6.14156567125859,2.16692545920624,5.52274454266701,6.14899265951117,2.13240033353945,5.64738260325239,6.09753996698241,2.04866547692732,5.39347153872759,5.96161256439001,1.79736773154143,5.07400604974623,5.89691472102133,1.94871350574987,4.81266210392843,5.58873931312756,1.87384479494045,4.93802204391936,5.55627427346209,1.89493469959227,6.32795914879127,6.00913382320305,2.21213171610083,6.57650775385786,6.01874491052016,2.17322313211059,6.89640699106904,6.02699123235921,2.1679399643122,7.1602772982246,5.72031189334334,2.1313202381055,7.42138012313198,5.50442582714746,2.26797932953172,7.44615040469143,5.13421278867755,2.21781684416701,7.65760743178237,5.17364954140572,2.22648059304252,3.29605254092309,6.02264602633614,1.84211763867702,5.54281797851315,5.37681022882752,1.95155334848957,6.17409035905158,5.22408438791897,2.02338764828062,6.82722747578111,5.12725931535374,2.11130157246543,8.34760464287565,5.21359795914278,2.28231782767112,9.06866845470891,5.17808582979771,2.38136982344096,9.80189578664111,5.13107823975691,2.47891196632876,10.5554316762034,5.03804420358647,2.51514430292629,11.303045180272,4.98914030730104,2.60070768969289,12.049266443382,4.96070486617623,2.64962148740874
5.32072113344321,6.14404619941223,2.16623402467921,5.52225678208027,6.15055970078996,2.13157362819683,5.64579580626445,6.09868228483427,2.04810881008209,5.39075003229488,5.9641632795732,1.79967657645037,5.07060439497249,5.90088962212528,1.94733156842667,4.80639588510806,5.59514285396444,1.87180009319858,4.93620772143314,5.55912609248356,1.89519375456719,6.32026961378125,6.01697394851907,2.21768058815398,6.56628123220723,6.02620918881027,2.1692043191599,6.89459009438914,6.02700501427343,2.16842317559631,7.1552236886344,5.7191505475502,2.12590412382669,7.41568954125578,5.50343716202582,2.26401591607534,7.43865499388645,5.13522390326112,2.21508297520965,7.65165832226849,5.17362372080217,2.2252999033765,3.29225182345083,6.02628447145839,1.84262206875693,5.54159320525647,5.38089281556063,1.94976507974021,6.17709018698946,5.22208131988724,2.02453689991497,6.81831724865908,5.13171991484399,2.10712608723868,8.34582167472357,5.21046785954169,2.28134574339155,9.06713631655114,5.1799570809478,2.38069467223854,9.79798096496661,5.13005206058026,2.47977530120095,10.5472770562386,5.03679721536203,2.51769937154282,11.2937641282173,4.98580275603275,2.60390421048271,12.0418949525349,4.95991645068263,2.65080156919727
5.31995221370565,6.14501460091288,2.16618902918047,5.52057306641689,6.14987544839916,2.13133530472257,5.64475138512414,6.09803664492435,2.04653551516005,5.38883523606562,5.9661654360255,1.80020563847879,5.06687865098007,5.90611500412573,1.94593503890036,4.80573096427736,5.59668240824781,1.87232750960327,4.9344009113155,5.56064714093781,1.89554978458313,6.31914812548733,6.02299177654401,2.22454397471774,6.56583834082018,6.02885925345798,2.170844955185,6.89440323142162,6.02754237516283,2.16914471650685,7.15137627037126,5.71724802658905,2.1217331463739,7.41157038577169,5.5022566091175,2.26060112001999,7.4316868102187,5.13390519458144,2.21241020272509,7.64146230805783,5.1729604930841,2.22422923816729,3.28913512112054,6.0260194119566,1.84716443200239,5.54162994018596,5.38177541256777,1.94984588868036,6.16687113067743,5.22641935365574,2.02006614167716,6.8162577125095,5.13033070759973,2.1067614700906,8.34200659527503,5.21402527330368,2.27652636070505,9.05561974083997,5.17846436428369,2.37873317314212,9.78985473436704,5.12955596816617,2.48176752868142,10.5454320349422,5.0360776912565,2.52059839543552,11.2941884253305,4.99110983344149,2.61213278929389,12.0356195333683,4.95710825579552,2.66272482748381
