Species,ID,Mass,SVL,BL,Hand_Area,Foot_Area,Trial,Date,Calibration,Frame_Rate,Decimation,Incline,Hind_Stance_Start,Hind_Stance_End,Hind_Swing_End,Fore_Stance_Start,Fore_Stance_End,Fore_Swing_End,Hand_Spread,Foot_Spread
Aneides hardii,Ahar08,1.94,5.35,10.2,0.09638,0.16922,Ahar08_80deg02,1/27/24,240127_Calib04,400,1,80,13,1154,1232,255,1423,1496,87.53,98.429
Aneides hardii,Ahar08,1.94,5.35,10.2,0.09638,0.16922,Ahar08_80deg04,1/27/24,240127_Calib04,400,1,80,28,1155,1223,305,1440,1535,96.085,88.778
Aneides hardii,Ahar08,1.86,5.35,10.2,0.09638,0.16922,Ahar08_80deg05,2/2/24,240202_Calib01,400,1,80,6,1008,1080,248,1281,1366,87.689,96.554
Aneides hardii,Ahar08,1.92,5.35,10.2,0.09638,0.16922,Ahar08_80deg06,2/6/24,240206_Calib02,400,1,80,15,1814,1891,339,2135,2186,94.252,91.195
Aneides hardii,Ahar08,2.11,5.35,10.2,0.09638,0.16922,Ahar08_Flat02,11/22/23,231122_Calib03,400,1,0,6,324,373,162,455,510,106.007,108.304
Aneides hardii,Ahar08,2.11,5.35,10.2,0.09638,0.16922,Ahar08_Flat03,11/22/23,231122_Calib03,400,1,0,11,413,470,188,581,641,97.652,105.711
Aneides hardii,Ahar08,2.11,5.35,10.2,0.09638,0.16922,Ahar08_Flat04,11/22/23,231122_Calib03,400,1,0,10,512,578,222,714,784,101.248,104.413
Aneides hardii,Ahar08,2.11,5.35,10.2,0.09638,0.16922,Ahar08_Flat05,11/22/23,231122_Calib03,400,1,0,4,375,431,197,514,584,98.596,96.366
Aneides hardii,Ahar08,2.11,5.35,10.2,0.09638,0.16922,Ahar08_Flat06,11/22/23,231122_Calib03,400,1,0,8,291,342,147,421,484,109.097,102.856
Aneides hardii,Ahar08,2,5.35,10.2,0.09638,0.16922,Ahar08_Vert04,12/9/23,231209_Calib02,400,1,90,8,1597,1658,339,1885,1935,96.459,89.462
Aneides hardii,Ahar08,1.65,5.35,10.2,0.09638,0.16922,Ahar08_Vert05,5/9/24,240509_Calib06,400,1,90,10,1687,1738,371,2072,2131,90.196,89.637
Aneides hardii,Ahar09,3.2,5.8,10.6,0.10577,0.18441,Ahar09_45deg01,11/6/23,231106_Calib02,400,1,45,10,694,755,244,895,967,95.868,100.933
Aneides hardii,Ahar09,3.2,5.8,10.6,0.10577,0.18441,Ahar09_45deg02,11/6/23,231106_Calib02,400,1,45,5,739,806,229,950,1011,97.359,104.922
Aneides hardii,Ahar09,3.2,5.8,10.6,0.10577,0.18441,Ahar09_45deg04,11/6/23,231106_Calib02,400,1,45,6,543,599,209,730,808,97.485,102.995
Aneides hardii,Ahar09,3.2,5.8,10.6,0.10577,0.18441,Ahar09_45deg05,11/6/23,231106_Calib02,400,1,45,5,714,785,250,950,1027,91.982,98.595
Aneides hardii,Ahar09,3.2,5.8,10.6,0.10577,0.18441,Ahar09_45deg06,11/6/23,231106_Calib02,400,1,45,8,635,699,221,864,932,96.434,107.363
Aneides hardii,Ahar09,2.97,5.8,10.6,0.10577,0.18441,Ahar09_80deg01,2/6/24,240206_Calib02,400,1,80,6,1898,1964,654,2492,2544,100.993,96.546
Aneides hardii,Ahar09,3.07,5.8,10.6,0.10577,0.18441,Ahar09_80deg02,2/12/24,240212_Calib02,400,1,80,9,2095,2155,581,2491,2530,85.694,98.057
Aneides hardii,Ahar09,3.07,5.8,10.6,0.10577,0.18441,Ahar09_80deg03,2/12/24,240212_Calib02,400,1,80,6,1667,1720,597,2186,2229,99.425,102.22
Aneides hardii,Ahar09,2.95,5.8,10.6,0.10577,0.18441,Ahar09_80deg04,2/17/24,240217_Calib02,400,1,80,9,1590,1657,538,2035,2078,94.449,104.109
Aneides hardii,Ahar09,2.92,5.8,10.6,0.10577,0.18441,Ahar09_80deg05,2/29/24,240229_Calib01,400,1,80,9,1731,1800,583,2288,2340,100.045,104.611
Aneides hardii,Ahar09,3.14,5.8,10.6,0.10577,0.18441,Ahar09_Flat01,11/22/23,231122_Calib03,400,1,0,6,391,442,190,546,607,102.165,115.844
Aneides hardii,Ahar09,3.14,5.8,10.6,0.10577,0.18441,Ahar09_Flat02,11/22/23,231122_Calib03,400,1,0,7,413,468,198,573,641,98.857,114.728
Aneides hardii,Ahar09,3.14,5.8,10.6,0.10577,0.18441,Ahar09_Flat03,11/22/23,231122_Calib03,400,1,0,5,274,319,139,406,464,103.188,114.055
Aneides hardii,Ahar09,3.14,5.8,10.6,0.10577,0.18441,Ahar09_Flat05,11/22/23,231122_Calib03,400,1,0,7,382,430,178,518,567,101.926,109.499
Aneides hardii,Ahar09,3.14,5.8,10.6,0.10577,0.18441,Ahar09_Flat06,11/22/23,231122_Calib03,400,1,0,8,229,273,115,343,383,108.696,119.314
Aneides hardii,Ahar10,1.23,4.45,7.9,0.05679,0.09875,Ahar10_45deg02,11/15/23,231115_Calib11,400,1,45,5,440,478,179,569,642,96.219,108.941
Aneides hardii,Ahar10,1.23,4.45,7.9,0.05679,0.09875,Ahar10_45deg03,11/15/23,231115_Calib11,400,1,45,8,292,330,125,406,441,95.906,109.995
Aneides hardii,Ahar10,1.23,4.45,7.9,0.05679,0.09875,Ahar10_45deg05,11/15/23,231115_Calib11,400,1,45,6,300,330,120,405,437,95.977,101.16
Aneides hardii,Ahar10,1.23,4.45,7.9,0.05679,0.09875,Ahar10_45deg06,11/15/23,231115_Calib11,400,1,45,6,272,306,144,397,433,102.942,99.298
Aneides hardii,Ahar10,1.23,4.45,7.9,0.05679,0.09875,Ahar10_45deg07,11/15/23,231115_Calib11,400,1,45,7,196,229,101,286,320,96.254,110.335
Aneides hardii,Ahar10,1.03,4.45,7.9,0.05679,0.09875,Ahar10_80deg01,12/11/23,231211_Calib06,400,1,80,8,841,893,257,1076,1125,92.034,93.868
Aneides hardii,Ahar10,1.03,4.45,7.9,0.05679,0.09875,Ahar10_80deg02,12/11/23,231211_Calib06,400,1,80,9,801,853,258,1035,1071,85.518,97.812
Aneides hardii,Ahar10,1.03,4.45,7.9,0.05679,0.09875,Ahar10_80deg03,12/11/23,231211_Calib06,400,1,80,12,912,959,237,1184,1226,85.086,92.848
Aneides hardii,Ahar10,1.03,4.45,7.9,0.05679,0.09875,Ahar10_80deg04,12/11/23,231211_Calib06,400,1,80,12,880,941,301,1137,1195,87.793,93.207
Aneides hardii,Ahar10,1.03,4.45,7.9,0.05679,0.09875,Ahar10_80deg05,12/11/23,231211_Calib06,400,1,80,6,1095,1138,333,1406,1436,89.733,87.013
Aneides hardii,Ahar10,1.13,4.45,7.9,0.05679,0.09875,Ahar10_Flat02,11/22/23,231122_Calib05,400,1,0,9,242,267,114,346,382,94.646,122.656
Aneides hardii,Ahar10,1.13,4.45,7.9,0.05679,0.09875,Ahar10_Flat04,11/22/23,231122_Calib05,400,1,0,11,163,191,97,242,274,102.165,124.044
Aneides hardii,Ahar10,1.13,4.45,7.9,0.05679,0.09875,Ahar10_Flat05,11/22/23,231122_Calib05,400,1,0,10,223,259,123,323,365,101.361,118.984
Aneides hardii,Ahar10,1.13,4.45,7.9,0.05679,0.09875,Ahar10_Flat06,11/22/23,231122_Calib05,400,1,0,19,306,344,151,428,472,99.266,117.754
Aneides hardii,Ahar10,1.13,4.45,7.9,0.05679,0.09875,Ahar10_Flat07,11/22/23,231122_Calib05,400,1,0,8,205,230,111,292,323,100.591,109.654
Aneides lugubris,Alug01,0.44,2.9,5,0.046,0.07647,Alug01_45deg01,4/16/24,240416_Calib01,400,1,45,15,237,290,126,338,383,98.004,116.622
Aneides lugubris,Alug01,0.44,2.9,5,0.046,0.07647,Alug01_45deg02,4/16/24,240416_Calib01,400,1,45,7,159,199,87,245,285,110.319,112.131
Aneides lugubris,Alug01,0.44,2.9,5,0.046,0.07647,Alug01_45deg04,4/16/24,240416_Calib01,400,1,45,11,295,361,135,422,467,106.866,116.758
Aneides lugubris,Alug01,0.44,2.9,5,0.046,0.07647,Alug01_45deg05,4/16/24,240416_Calib01,400,1,45,9,253,314,116,377,437,113.246,123.145
Aneides lugubris,Alug01,0.44,2.9,5,0.046,0.07647,Alug01_45deg06,4/16/24,240416_Calib01,400,1,45,6,251,297,123,362,422,112.472,122.347
Aneides lugubris,Alug01,0.45,2.9,5,0.046,0.07647,Alug01_80deg01,4/22/24,240422_Calib03,400,1,80,21,327,376,91,430,465,100.41,122.022
Aneides lugubris,Alug01,0.45,2.9,5,0.046,0.07647,Alug01_80deg02,4/22/24,240422_Calib03,400,1,80,36,413,494,169,526,583,99.576,125.494
Aneides lugubris,Alug01,0.45,2.9,5,0.046,0.07647,Alug01_80deg03,4/22/24,240422_Calib03,400,1,80,32,417,496,141,548,609,104.603,126.857
Aneides lugubris,Alug01,0.45,2.9,5,0.046,0.07647,Alug01_80deg04,4/22/24,240422_Calib03,400,1,80,32,419,477,138,534,580,96.806,123.077
Aneides lugubris,Alug01,0.45,2.9,5,0.046,0.07647,Alug01_80deg06,4/22/24,240422_Calib03,400,1,80,8,409,481,149,540,580,95.63,126.546
Aneides lugubris,Alug01,0.46,2.9,5,0.046,0.07647,Alug01_Flat01,4/9/24,240409_Calib01,400,1,0,3,202,252,107,301,345,115.538,136.375
Aneides lugubris,Alug01,0.46,2.9,5,0.046,0.07647,Alug01_Flat02,4/9/24,240409_Calib01,400,1,0,4,248,293,126,364,415,112.583,125.281
Aneides lugubris,Alug01,0.46,2.9,5,0.046,0.07647,Alug01_Flat03,4/9/24,240409_Calib01,400,1,0,4,241,282,106,353,401,113.237,127.773
Aneides lugubris,Alug01,0.46,2.9,5,0.046,0.07647,Alug01_Flat05,4/10/24,240410_Calib02,400,1,0,3,170,212,88,269,313,117.462,129.844
Aneides lugubris,Alug01,0.46,2.9,5,0.046,0.07647,Alug01_Flat06,4/10/24,240410_Calib02,400,1,0,51,275,329,136,373,414,108.345,122.595
Aneides lugubris,Alug01,0.46,2.9,5,0.046,0.07647,Alug01_Vert01,5/3/24,240503_Calib08,400,1,90,9,430,503,135,580,611,102.729,121.708
Aneides lugubris,Alug01,0.46,2.9,5,0.046,0.07647,Alug01_Vert02,5/3/24,240503_Calib08,400,1,90,30,431,503,135,598,640,99.329,127.38
Aneides lugubris,Alug01,0.46,2.9,5,0.046,0.07647,Alug01_Vert03,5/3/24,240503_Calib08,400,1,90,25,612,678,176,796,840,106.152,117.74
Aneides lugubris,Alug01,0.46,2.9,5,0.046,0.07647,Alug01_Vert04,5/3/24,240503_Calib08,400,1,90,21,564,615,152,719,761,104.652,120.325
Aneides lugubris,Alug01,0.46,2.9,5,0.046,0.07647,Alug01_Vert05,5/3/24,240503_Calib08,400,1,90,12,576,622,172,732,780,102.476,130.988
Aneides lugubris,Alug02,5.82,6.8,11.5,0.2116,0.37456,Alug02_45deg01,4/18/24,240418_Calib02,400,1,45,6,541,598,215,704,769,99.855,123.653
Aneides lugubris,Alug02,5.82,6.8,11.5,0.2116,0.37456,Alug02_45deg02,4/18/24,240418_Calib02,400,1,45,8,478,525,198,648,707,97.037,123.324
Aneides lugubris,Alug02,5.82,6.8,11.5,0.2116,0.37456,Alug02_45deg03,4/18/24,240418_Calib02,400,1,45,4,413,467,207,580,651,108.201,127.734
Aneides lugubris,Alug02,5.82,6.8,11.5,0.2116,0.37456,Alug02_45deg05,4/18/24,240418_Calib02,400,1,45,4,502,554,184,675,746,99.207,129.552
Aneides lugubris,Alug02,5.82,6.8,11.5,0.2116,0.37456,Alug02_45deg06,4/18/24,240418_Calib02,400,1,45,3,400,450,170,559,636,100.092,123.155
Aneides lugubris,Alug02,6.35,6.8,11.5,0.2116,0.37456,Alug02_80deg01,4/27/24,240427_Calib11,400,1,80,8,600,660,213,786,841,94.295,118.704
Aneides lugubris,Alug02,6.35,6.8,11.5,0.2116,0.37456,Alug02_80deg02,4/27/24,240427_Calib11,400,1,80,7,587,631,178,755,808,90.404,119.867
Aneides lugubris,Alug02,6,6.8,11.5,0.2116,0.37456,Alug02_80deg04,4/29/24,240429_Calib09,400,1,80,1,906,967,298,1172,1214,90.038,122.913
Aneides lugubris,Alug02,6,6.8,11.5,0.2116,0.37456,Alug02_80deg05,4/29/24,240429_Calib09,400,1,80,8,999,1068,309,1264,1375,102.329,122.376
Aneides lugubris,Alug02,6,6.8,11.5,0.2116,0.37456,Alug02_80deg07,4/29/24,240429_Calib09,400,1,80,9,991,1066,345,1260,1391,91.255,116.193
Aneides lugubris,Alug02,6.18,6.8,11.5,0.2116,0.37456,Alug02_Flat02,4/11/24,240411_Calib02,400,1,0,8,594,661,314,783,890,95.023,115.541
Aneides lugubris,Alug02,6.18,6.8,11.5,0.2116,0.37456,Alug02_Flat03,4/11/24,240411_Calib02,400,1,0,5,258,300,133,377,434,101.07,129.921
Aneides lugubris,Alug02,6.18,6.8,11.5,0.2116,0.37456,Alug02_Flat04,4/11/24,240411_Calib02,400,1,0,3,512,566,223,717,812,92.118,121.831
Aneides lugubris,Alug02,6.18,6.8,11.5,0.2116,0.37456,Alug02_Flat05,4/11/24,240411_Calib02,400,1,0,4,231,275,122,332,385,103.617,119.348
Aneides lugubris,Alug02,6.25,6.8,11.5,0.2116,0.37456,Alug02_Flat06,4/12/24,240412_Calib01,400,1,0,5,214,247,119,304,342,107.289,131.41
Aneides lugubris,Alug02,6.32,6.8,11.5,0.2116,0.37456,Alug02_Vert01,5/9/24,240509_Calib06,400,1,90,9,1107,1157,328,1382,1451,89.503,113.772
Aneides lugubris,Alug03,5.82,6.8,11.2,0.22685,0.38723,Alug03_45deg01,4/17/24,240417_Calib05,400,1,45,8,371,417,191,524,597,108.562,118.314
Aneides lugubris,Alug03,5.82,6.8,11.2,0.22685,0.38723,Alug03_45deg02,4/17/24,240417_Calib05,400,1,45,7,298,339,155,413,477,104.241,119.529
Aneides lugubris,Alug03,5.82,6.8,11.2,0.22685,0.38723,Alug03_45deg04,4/17/24,240417_Calib05,400,1,45,6,349,402,174,499,566,111.317,116.969
Aneides lugubris,Alug03,5.82,6.8,11.2,0.22685,0.38723,Alug03_45deg05,4/17/24,240417_Calib05,400,1,45,6,260,305,140,373,430,108.954,121.735
Aneides lugubris,Alug03,5.82,6.8,11.2,0.22685,0.38723,Alug03_45deg06,4/17/24,240417_Calib05,400,1,45,6,326,375,162,478,544,111.688,122.783
Aneides lugubris,Alug03,6,6.8,11.2,0.22685,0.38723,Alug03_80deg01,4/27/24,240427_Calib11,400,1,80,5,490,544,156,627,680,104.597,124.976
Aneides lugubris,Alug03,6,6.8,11.2,0.22685,0.38723,Alug03_80deg02,4/27/24,240427_Calib11,400,1,80,10,577,635,184,736,796,105.843,126.876
Aneides lugubris,Alug03,6,6.8,11.2,0.22685,0.38723,Alug03_80deg03,4/27/24,240427_Calib11,400,1,80,6,366,411,135,478,525,111.38,129.504
Aneides lugubris,Alug03,6,6.8,11.2,0.22685,0.38723,Alug03_80deg04,4/27/24,240427_Calib11,400,1,80,4,419,466,160,551,621,108.541,122.091
Aneides lugubris,Alug03,6,6.8,11.2,0.22685,0.38723,Alug03_80deg05,4/29/24,240429_Calib09,400,1,80,9,406,448,133,532,582,101.887,122.166
Aneides lugubris,Alug03,5.69,6.8,11.2,0.22685,0.38723,Alug03_Flat01,4/12/24,240412_Calib01,400,1,0,7,394,459,194,564,622,108.057,117.322
Aneides lugubris,Alug03,5.69,6.8,11.2,0.22685,0.38723,Alug03_Flat02,4/12/24,240412_Calib01,400,1,0,4,245,291,137,361,413,116.3,115.032
Aneides lugubris,Alug03,5.69,6.8,11.2,0.22685,0.38723,Alug03_Flat04,4/12/24,240412_Calib01,400,1,0,11,328,383,186,472,550,118.457,117.284
Aneides lugubris,Alug03,5.69,6.8,11.2,0.22685,0.38723,Alug03_Flat05,4/12/24,240412_Calib01,400,1,0,7,235,274,147,330,388,112.036,126.489
Aneides lugubris,Alug03,5.69,6.8,11.2,0.22685,0.38723,Alug03_Flat06,4/12/24,240412_Calib01,400,1,0,4,213,254,126,304,360,116.579,125.34
Aneides lugubris,Alug03,5.82,6.8,11.2,0.22685,0.38723,Alug03_Vert01,5/9/24,240509_Calib06,400,1,90,5,436,488,123,570,623,103.386,137.086
Aneides lugubris,Alug03,5.82,6.8,11.2,0.22685,0.38723,Alug03_Vert02,5/10/24,240510_Calib01,400,1,90,23,900,985,285,1124,1198,95.479,127.992
Aneides lugubris,Alug03,5.82,6.8,11.2,0.22685,0.38723,Alug03_Vert03,5/11/24,240511_Calib04,400,1,90,19,744,823,213,922,1009,102.016,127.547
Aneides lugubris,Alug03,5.25,6.8,11.2,0.22685,0.38723,Alug03_Vert04,6/7/24,240607_Calib04,400,1,90,5,1065,1117,361,1277,1330,99.926,124.671
Aneides lugubris,Alug03,5.25,6.8,11.2,0.22685,0.38723,Alug03_Vert05,6/7/24,240607_Calib04,400,1,90,6,1129,1196,342,1384,1492,109.952,135.843
Aneides lugubris,Alug04,7,7.6,13,0.2733,0.48349,Alug04_45deg01,4/18/24,240418_Calib02,400,1,45,8,414,454,161,538,579,96.956,108.627
Aneides lugubris,Alug04,7,7.6,13,0.2733,0.48349,Alug04_45deg02,4/18/24,240418_Calib02,400,1,45,11,351,393,136,486,533,96.49,109.939
Aneides lugubris,Alug04,7,7.6,13,0.2733,0.48349,Alug04_45deg03,4/18/24,240418_Calib02,400,1,45,4,446,495,180,595,638,93.558,103.296
Aneides lugubris,Alug04,7,7.6,13,0.2733,0.48349,Alug04_45deg04,4/18/24,240418_Calib02,400,1,45,7,337,378,139,449,489,97.984,105.777
Aneides lugubris,Alug04,7,7.6,13,0.2733,0.48349,Alug04_45deg05,4/18/24,240418_Calib02,400,1,45,11,690,761,294,922,997,99.731,111.102
Aneides lugubris,Alug04,7.48,7.6,13,0.2733,0.48349,Alug04_80deg02,4/29/24,240429_Calib09,400,1,80,11,711,779,229,910,978,92.593,105.841
Aneides lugubris,Alug04,7.48,7.6,13,0.2733,0.48349,Alug04_80deg03,4/29/24,240429_Calib09,400,1,80,6,1006,1080,250,1234,1321,93.511,105.696
Aneides lugubris,Alug04,7.48,7.6,13,0.2733,0.48349,Alug04_80deg04,4/29/24,240429_Calib09,400,1,80,8,802,884,299,1009,1087,93.96,108.053
Aneides lugubris,Alug04,7.48,7.6,13,0.2733,0.48349,Alug04_80deg05,4/29/24,240429_Calib09,400,1,80,9,842,917,287,1110,1192,97.811,109.564
Aneides lugubris,Alug04,7.48,7.6,13,0.2733,0.48349,Alug04_80deg06,4/30/24,240430_Calib04,400,1,80,9,689,745,187,893,938,82.436,107.345
Aneides lugubris,Alug04,7.93,7.6,13,0.2733,0.48349,Alug04_Flat01,4/13/24,240413_Calib01,400,1,0,7,274,317,155,389,493,106.412,117.081
Aneides lugubris,Alug04,7.93,7.6,13,0.2733,0.48349,Alug04_Flat02,4/13/24,240413_Calib01,400,1,0,15,277,327,143,400,456,99.659,121.286
Aneides lugubris,Alug04,7.93,7.6,13,0.2733,0.48349,Alug04_Flat04,4/13/24,240413_Calib01,400,1,0,7,287,350,148,430,486,97.872,115.08
Aneides lugubris,Alug04,7.93,7.6,13,0.2733,0.48349,Alug04_Flat05,4/13/24,240413_Calib01,400,1,0,28,503,587,236,742,819,106.779,112.762
Aneides lugubris,Alug04,7.93,7.6,13,0.2733,0.48349,Alug04_Flat06,4/13/24,240413_Calib01,400,1,0,5,296,349,146,433,489,97.789,110.987
Aneides lugubris,Alug05,1.81,4.95,8.3,0.11542,0.18045,Alug05_45deg02,4/16/24,240416_Calib03,400,1,45,7,299,339,143,422,485,102.663,116.409
Aneides lugubris,Alug05,1.81,4.95,8.3,0.11542,0.18045,Alug05_45deg03,4/16/24,240416_Calib04,400,1,45,7,398,450,205,549,619,102.925,122.659
Aneides lugubris,Alug05,1.81,4.95,8.3,0.11542,0.18045,Alug05_45deg04,4/16/24,240416_Calib04,400,1,45,7,281,327,150,400,471,100.526,120.047
Aneides lugubris,Alug05,1.81,4.95,8.3,0.11542,0.18045,Alug05_45deg05,4/17/24,240417_Calib03,400,1,45,5,250,279,131,339,400,95.74,119.961
Aneides lugubris,Alug05,1.81,4.95,8.3,0.11542,0.18045,Alug05_45deg06,4/17/24,240417_Calib03,400,1,45,9,261,288,149,346,391,102.223,120.674
Aneides lugubris,Alug05,1.64,4.95,8.3,0.11542,0.18045,Alug05_80deg01,4/22/24,240422_Calib03,400,1,80,4,436,482,121,533,593,109.33,122.562
Aneides lugubris,Alug05,1.64,4.95,8.3,0.11542,0.18045,Alug05_80deg03,4/22/24,240422_Calib03,400,1,80,7,484,518,155,623,669,108.094,120.247
Aneides lugubris,Alug05,1.64,4.95,8.3,0.11542,0.18045,Alug05_80deg04,4/23/24,240423_Calib02,400,1,80,9,331,369,130,429,479,107.161,113.994
Aneides lugubris,Alug05,1.64,4.95,8.3,0.11542,0.18045,Alug05_80deg05,4/23/24,240423_Calib02,400,1,80,8,476,516,147,618,660,111.452,119.965
Aneides lugubris,Alug05,1.53,4.95,8.3,0.11542,0.18045,Alug05_80deg06,4/27/24,240427_Calib01,400,1,80,6,326,371,129,418,464,105.758,109.872
Aneides lugubris,Alug05,1.83,4.95,8.3,0.11542,0.18045,Alug05_Flat03,4/15/24,240415_Calib03,400,1,0,10,246,284,127,335,383,104.595,112.893
Aneides lugubris,Alug05,1.83,4.95,8.3,0.11542,0.18045,Alug05_Flat04,4/15/24,240415_Calib03,400,1,0,3,180,219,90,258,313,102.731,120.716
Aneides lugubris,Alug05,1.83,4.95,8.3,0.11542,0.18045,Alug05_Flat05,4/15/24,240415_Calib03,400,1,0,7,192,234,90,286,323,97.827,115.365
Aneides lugubris,Alug05,1.83,4.95,8.3,0.11542,0.18045,Alug05_Flat06,4/15/24,240415_Calib03,400,1,0,6,197,231,110,278,332,104.666,113.332
Aneides lugubris,Alug05,1.83,4.95,8.3,0.11542,0.18045,Alug05_Flat09,4/15/24,240415_Calib03,400,1,0,4,251,294,135,363,427,109.984,109.983
Aneides lugubris,Alug05,1.26,4.95,8.3,0.11542,0.18045,Alug05_Vert01,5/15/24,240515_Calib01,400,1,90,14,920,974,228,1177,1221,102.541,102.613
Aneides lugubris,Alug05,1.26,4.95,8.3,0.11542,0.18045,Alug05_Vert02,5/15/24,240515_Calib01,400,1,90,3,664,710,190,824,866,102.639,101.561
Aneides lugubris,Alug05,1.17,4.95,8.3,0.11542,0.18045,Alug05_Vert03,5/23/24,240523_Calib01,400,1,90,4,797,838,200,933,1000,89.917,113.977
Aneides lugubris,Alug05,1.17,4.95,8.3,0.11542,0.18045,Alug05_Vert05,5/23/24,240523_Calib04,400,1,90,11,483,526,163,615,669,110.569,123.092
Aneides lugubris,Alug05,1.17,4.95,8.3,0.11542,0.18045,Alug05_Vert07,5/23/24,240523_Calib03,400,1,90,8,487,532,133,593,664,104.943,112.489
Aneides lugubris,Alug06,2.11,5.25,8.9,0.12323,0.20648,Alug06_45deg01,4/16/24,240416_Calib04,400,1,45,3,229,265,108,321,368,104.576,110.489
Aneides lugubris,Alug06,2.11,5.25,8.9,0.12323,0.20648,Alug06_45deg03,4/16/24,240416_Calib04,400,1,45,5,219,254,104,313,357,101.916,109.549
Aneides lugubris,Alug06,2.11,5.25,8.9,0.12323,0.20648,Alug06_45deg04,4/16/24,240416_Calib04,400,1,45,5,262,299,126,372,428,110.938,114.753
Aneides lugubris,Alug06,2.11,5.25,8.9,0.12323,0.20648,Alug06_45deg05,4/16/24,240416_Calib04,400,1,45,4,359,407,171,507,565,106.403,106.092
Aneides lugubris,Alug06,2.11,5.25,8.9,0.12323,0.20648,Alug06_45deg06,4/16/24,240416_Calib04,400,1,45,8,382,423,194,533,589,105.512,115.333
Aneides lugubris,Alug06,1.82,5.25,8.9,0.12323,0.20648,Alug06_80deg01,4/22/24,240422_Calib03,400,1,80,6,605,659,181,771,833,97.597,118.342
Aneides lugubris,Alug06,1.82,5.25,8.9,0.12323,0.20648,Alug06_80deg03,4/22/24,240422_Calib03,400,1,80,6,405,443,145,521,575,96.859,116.129
Aneides lugubris,Alug06,1.82,5.25,8.9,0.12323,0.20648,Alug06_80deg04,4/22/24,240422_Calib03,400,1,80,10,400,444,153,519,572,93.056,116.688
Aneides lugubris,Alug06,1.82,5.25,8.9,0.12323,0.20648,Alug06_80deg05,4/22/24,240422_Calib03,400,1,80,4,391,428,131,519,570,91.094,110.065
Aneides lugubris,Alug06,1.82,5.25,8.9,0.12323,0.20648,Alug06_80deg06,4/22/24,240422_Calib03,400,1,80,5,448,483,162,566,626,104.008,115.435
Aneides lugubris,Alug06,2.04,5.25,8.9,0.12323,0.20648,Alug06_Flat01,4/15/24,240415_Calib02,400,1,0,7,278,315,137,382,440,106.676,112.457
Aneides lugubris,Alug06,2.04,5.25,8.9,0.12323,0.20648,Alug06_Flat02,4/15/24,240415_Calib02,400,1,0,4,214,244,113,302,334,114.908,116.58
Aneides lugubris,Alug06,2.04,5.25,8.9,0.12323,0.20648,Alug06_Flat03,4/15/24,240415_Calib02,400,1,0,5,209,247,106,302,344,107.027,113.39
Aneides lugubris,Alug06,2.04,5.25,8.9,0.12323,0.20648,Alug06_Flat04,4/15/24,240415_Calib02,400,1,0,11,245,281,123,344,391,103.881,119.487
Aneides lugubris,Alug06,2.04,5.25,8.9,0.12323,0.20648,Alug06_Flat05,4/15/24,240415_Calib02,400,1,0,5,220,256,103,321,367,106.841,113.858
Aneides lugubris,Alug06,2.06,5.25,8.9,0.12323,0.20648,Alug06_Vert01,5/1/24,240501_Calib02,400,1,90,3,498,546,173,660,719,95.65,109.711
Aneides lugubris,Alug06,2.06,5.25,8.9,0.12323,0.20648,Alug06_Vert02,5/1/24,240501_Calib02,400,1,90,4,598,648,213,804,872,96.495,115.391
Aneides lugubris,Alug06,2.06,5.25,8.9,0.12323,0.20648,Alug06_Vert03,5/1/24,240501_Calib02,400,1,90,5,560,607,195,708,769,97.635,112.068
Aneides lugubris,Alug06,2.06,5.25,8.9,0.12323,0.20648,Alug06_Vert05,5/1/24,240501_Calib02,400,1,90,5,686,742,196,878,938,103.492,115.019
Aneides lugubris,Alug06,2.06,5.25,8.9,0.12323,0.20648,Alug06_Vert06,5/1/24,240501_Calib02,400,1,90,6,604,655,195,756,831,94.324,115.854
Aneides lugubris,Alug07,1.73,4.95,8.5,0.11093,0.17956,Alug07_45deg01,4/16/24,240416_Calib04,400,1,45,6,323,358,126,428,470,101.524,121.412
Aneides lugubris,Alug07,1.73,4.95,8.5,0.11093,0.17956,Alug07_45deg02,4/16/24,240416_Calib04,400,1,45,5,356,399,145,484,532,104.631,123.363
Aneides lugubris,Alug07,1.73,4.95,8.5,0.11093,0.17956,Alug07_45deg03,4/16/24,240416_Calib04,400,1,45,7,331,373,128,457,497,102.111,133.843
Aneides lugubris,Alug07,1.73,4.95,8.5,0.11093,0.17956,Alug07_45deg04,4/16/24,240416_Calib04,400,1,45,5,419,456,153,564,625,102.137,124.338
Aneides lugubris,Alug07,1.73,4.95,8.5,0.11093,0.17956,Alug07_45deg05,4/16/24,240416_Calib04,400,1,45,5,335,372,142,459,495,96.425,127.404
Aneides lugubris,Alug07,1.73,4.95,8.5,0.11093,0.17956,Alug07_80deg02,4/22/24,240422_Calib03,400,1,80,8,485,521,193,617,678,102.649,116.811
Aneides lugubris,Alug07,1.73,4.95,8.5,0.11093,0.17956,Alug07_80deg03,4/22/24,240422_Calib03,400,1,80,3,548,588,149,683,754,106.958,115.953
Aneides lugubris,Alug07,1.73,4.95,8.5,0.11093,0.17956,Alug07_80deg04,4/22/24,240422_Calib03,400,1,80,10,552,595,171,719,779,106.928,117.161
Aneides lugubris,Alug07,1.73,4.95,8.5,0.11093,0.17956,Alug07_80deg05,4/22/24,240422_Calib03,400,1,80,5,660,707,195,835,901,102.94,112.233
