Species,ID,Mass,SVL,BL,Hand_Area,Foot_Area,Trial,Date,Calibration,Frame_Rate,Decimation,Incline,Hind_Stance_Start,Hind_Stance_End,Hind_Swing_End,Fore_Stance_Start,Fore_Stance_End,Fore_Swing_End,Hand_Spread,Foot_Spread
Aneides aeneus,Aaen27,1.1,4.1,8.1,0.08441,0.14037,Aaen27_Flat06,4/10/24,240410_Calib05,400,1,0,2,210,238,93,303,338,112.966,115.72
Aneides aeneus,Aaen27,1.08,4.1,8.1,0.08441,0.14037,Aaen27_Vert01,4/30/24,240430_Calib09,400,1,90,3,263,284,93,375,395,95.752,98.743
Aneides aeneus,Aaen27,1.08,4.1,8.1,0.08441,0.14037,Aaen27_Vert02,4/30/24,240430_Calib09,400,1,90,6,450,472,165,593,618,91.966,98.333
Aneides aeneus,Aaen27,1.08,4.1,8.1,0.08441,0.14037,Aaen27_Vert04,4/30/24,240430_Calib09,400,1,90,4,348,368,121,468,494,98.94,101.745
Aneides aeneus,Aaen27,1.08,4.1,8.1,0.08441,0.14037,Aaen27_Vert05,4/30/24,240430_Calib09,400,1,90,4,489,514,168,647,675,99.481,104.216
Aneides aeneus,Aaen27,1.08,4.1,8.1,0.08441,0.14037,Aaen27_Vert06,4/30/24,240430_Calib09,400,1,90,8,462,486,168,594,623,106.454,105.177
Aneides aeneus,Aaen28,1.5,4.9,10.6,0.11464,0.19253,Aaen28_45deg04,11/8/23,231108_Calib04,400,1,45,3,85,106,46,122,147,98.746,123.156
Aneides aeneus,Aaen28,1.5,4.9,10.6,0.11464,0.19253,Aaen28_45deg05,11/8/23,231108_Calib04,400,1,45,5,79,97,45,114,138,95.425,113.708
Aneides aeneus,Aaen28,1.5,4.9,10.6,0.11464,0.19253,Aaen28_45deg06,11/8/23,231108_Calib04,400,1,45,3,76,95,45,113,133,99.426,118.892
Aneides aeneus,Aaen28,1.5,4.9,10.6,0.11464,0.19253,Aaen28_45deg07,11/8/23,231108_Calib04,400,1,45,3,82,103,43,121,143,95.539,113.739
Aneides aeneus,Aaen28,1.5,4.9,10.6,0.11464,0.19253,Aaen28_45deg08,11/8/23,231108_Calib04,400,1,45,4,106,128,59,150,172,98.459,120.655
Aneides aeneus,Aaen28,1.66,4.9,10.6,0.11464,0.19253,Aaen28_80deg01,2/27/24,240227_Calib03,400,1,80,4,185,212,82,249,279,98.107,114.138
Aneides aeneus,Aaen28,1.66,4.9,10.6,0.11464,0.19253,Aaen28_80deg02,2/27/24,240227_Calib03,400,1,80,4,324,356,121,419,460,102.079,116.615
Aneides aeneus,Aaen28,1.66,4.9,10.6,0.11464,0.19253,Aaen28_80deg03,2/27/24,240227_Calib03,400,1,80,4,207,233,92,268,302,104.098,113.607
Aneides aeneus,Aaen28,1.66,4.9,10.6,0.11464,0.19253,Aaen28_80deg04,2/27/24,240227_Calib03,400,1,80,5,269,297,119,344,374,98.763,115.04
Aneides aeneus,Aaen28,1.66,4.9,10.6,0.11464,0.19253,Aaen28_80deg05,2/27/24,240227_Calib03,400,1,80,4,200,228,72,270,306,110.486,115.112
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.11464,0.19253,Aaen28_Flat01,11/21/23,231121_Calib06,400,1,0,7,116,138,72,157,182,95.947,115.694
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.11464,0.19253,Aaen28_Flat02,11/21/23,231121_Calib06,400,1,0,3,77,100,43,117,142,108.5,117.233
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.11464,0.19253,Aaen28_Flat03,11/21/23,231121_Calib06,400,1,0,5,72,92,43,105,129,97.924,115.816
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.11464,0.19253,Aaen28_Flat05,11/21/23,231121_Calib06,400,1,0,5,80,101,42,121,143,101.606,117.784
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.11464,0.19253,Aaen28_Flat07,11/21/23,231121_Calib06,400,1,0,5,69,87,39,99,122,101.68,119.607
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.11464,0.19253,Aaen28_Vert01,11/17/23,231117_Calib02,400,1,90,9,511,538,160,643,670,101.487,112.955
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.11464,0.19253,Aaen28_Vert02,11/17/23,231117_Calib02,400,1,90,5,177,206,76,251,281,87.142,113.229
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.11464,0.19253,Aaen28_Vert03,11/17/23,231117_Calib02,400,1,90,9,351,380,107,470,545,94.066,118.063
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.11464,0.19253,Aaen28_Vert04,11/17/23,231117_Calib02,400,1,90,5,481,512,137,638,679,100.774,115.56
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.11464,0.19253,Aaen28_Vert05,11/17/23,231117_Calib02,400,1,90,4,425,456,132,554,595,100.739,119.982
Aneides aeneus,Aaen29,1.8,5.4,10.4,0.15012,0.25469,Aaen29_45deg01,11/8/23,231108_Calib04,400,1,45,3,155,181,83,222,252,93.371,105.147
Aneides aeneus,Aaen29,1.8,5.4,10.4,0.15012,0.25469,Aaen29_45deg02,11/8/23,231108_Calib04,400,1,45,5,227,256,97,329,359,96.253,106.655
Aneides aeneus,Aaen29,1.8,5.4,10.4,0.15012,0.25469,Aaen29_45deg04,11/8/23,231108_Calib04,400,1,45,4,207,230,94,299,329,105.053,106.138
Aneides aeneus,Aaen29,1.8,5.4,10.4,0.15012,0.25469,Aaen29_45deg05,11/8/23,231108_Calib04,400,1,45,5,203,228,101,298,333,93.205,103.638
Aneides aeneus,Aaen29,1.8,5.4,10.4,0.15012,0.25469,Aaen29_45deg07,11/8/23,231108_Calib04,400,1,45,3,147,172,81,219,248,92.544,103.736
Aneides aeneus,Aaen29,1.83,5.4,10.4,0.15012,0.25469,Aaen29_80deg01,2/27/24,240227_Calib03,400,1,80,4,398,427,123,516,550,91.079,113.462
Aneides aeneus,Aaen29,1.83,5.4,10.4,0.15012,0.25469,Aaen29_80deg02,2/27/24,240227_Calib03,400,1,80,3,289,313,88,378,402,95.987,105.584
Aneides aeneus,Aaen29,1.83,5.4,10.4,0.15012,0.25469,Aaen29_80deg04,2/27/24,240227_Calib03,400,1,80,8,396,425,121,512,535,92.285,121.681
Aneides aeneus,Aaen29,1.83,5.4,10.4,0.15012,0.25469,Aaen29_80deg05,2/27/24,240227_Calib03,400,1,80,4,485,512,140,626,654,96.696,113.599
Aneides aeneus,Aaen29,1.83,5.4,10.4,0.15012,0.25469,Aaen29_80deg06,2/27/24,240227_Calib03,400,1,80,3,456,488,118,574,607,105.59,118.421
Aneides aeneus,Aaen29,1.85,5.4,10.4,0.15012,0.25469,Aaen29_Flat01,11/22/23,231122_Calib03,400,1,0,5,154,181,76,240,274,98.693,108.318
Aneides aeneus,Aaen29,1.85,5.4,10.4,0.15012,0.25469,Aaen29_Flat02,11/22/23,231122_Calib03,400,1,0,4,211,235,104,294,329,97.06,105.302
Aneides aeneus,Aaen29,1.85,5.4,10.4,0.15012,0.25469,Aaen29_Flat03,11/22/23,231122_Calib03,400,1,0,5,78,99,53,124,146,106.05,111.03
Aneides aeneus,Aaen29,1.85,5.4,10.4,0.15012,0.25469,Aaen29_Flat05,11/22/23,231122_Calib03,400,1,0,5,198,224,102,275,310,106.587,108.415
Aneides aeneus,Aaen29,1.85,5.4,10.4,0.15012,0.25469,Aaen29_Flat06,11/22/23,231122_Calib03,400,1,0,5,230,254,110,325,363,96.554,108.924
Aneides aeneus,Aaen29,1.76,5.4,10.4,0.15012,0.25469,Aaen29_Vert01,11/17/23,231117_Calib02,400,1,90,4,658,694,177,820,845,94.012,101.155
Aneides aeneus,Aaen29,1.76,5.4,10.4,0.15012,0.25469,Aaen29_Vert02,11/17/23,231117_Calib02,400,1,90,9,636,672,184,803,840,92.077,107.858
Aneides aeneus,Aaen29,1.76,5.4,10.4,0.15012,0.25469,Aaen29_Vert04,11/17/23,231117_Calib02,400,1,90,8,674,710,215,830,875,95.998,113.713
Aneides aeneus,Aaen29,1.76,5.4,10.4,0.15012,0.25469,Aaen29_Vert05,11/17/23,231117_Calib02,400,1,90,5,524,564,165,691,717,92.158,118.595
Aneides aeneus,Aaen29,1.76,5.4,10.4,0.15012,0.25469,Aaen29_Vert06,11/17/23,231117_Calib02,400,1,90,6,493,536,130,644,680,88.354,105.167
Aneides hardii,Ahar01,1.55,4.6,8.4,0.05484,0.10849,Ahar01_45deg02,11/15/23,231115_Calib11,400,1,45,6,225,267,112,316,368,101.42,115.66
Aneides hardii,Ahar01,1.55,4.6,8.4,0.05484,0.10849,Ahar01_45deg04,11/15/23,231115_Calib11,400,1,45,8,308,359,166,430,492,104.446,112.254
Aneides hardii,Ahar01,1.55,4.6,8.4,0.05484,0.10849,Ahar01_45deg05,11/15/23,231115_Calib11,400,1,45,13,280,326,146,396,452,101.572,117.157
Aneides hardii,Ahar01,1.55,4.6,8.4,0.05484,0.10849,Ahar01_45deg06,11/15/23,231115_Calib11,400,1,45,8,315,369,154,448,522,96.967,117.004
Aneides hardii,Ahar01,1.55,4.6,8.4,0.05484,0.10849,Ahar01_45deg07,11/15/23,231115_Calib11,400,1,45,8,316,364,152,439,496,105.333,122.376
Aneides hardii,Ahar01,1.29,4.6,8.4,0.05484,0.10849,Ahar01_80deg01,12/12/23,231212_Calib01,400,1,80,10,982,1055,337,1261,1344,100.638,109.632
Aneides hardii,Ahar01,1.29,4.6,8.4,0.05484,0.10849,Ahar01_80deg02,12/12/23,231212_Calib01,400,1,80,7,869,934,340,1148,1222,97.524,109.582
Aneides hardii,Ahar01,1.29,4.6,8.4,0.05484,0.10849,Ahar01_80deg03,12/12/23,231212_Calib01,400,1,80,11,818,905,229,1068,1156,108.189,108.306
Aneides hardii,Ahar01,1.29,4.6,8.4,0.05484,0.10849,Ahar01_80deg05,12/12/23,231212_Calib01,400,1,80,11,667,738,277,886,974,100.565,108.617
Aneides hardii,Ahar01,1.6,4.6,8.4,0.05484,0.10849,Ahar01_80deg06,1/27/24,240127_Calib02,400,1,80,7,1693,1750,551,2035,2115,98.15,108.518
Aneides hardii,Ahar01,1.49,4.6,8.4,0.05484,0.10849,Ahar01_Flat03,11/22/23,231122_Calib05,400,1,0,12,282,339,180,403,458,102.135,118.531
Aneides hardii,Ahar01,1.49,4.6,8.4,0.05484,0.10849,Ahar01_Flat04,11/22/23,231122_Calib05,400,1,0,6,160,200,94,242,287,112.217,119.123
Aneides hardii,Ahar01,1.49,4.6,8.4,0.05484,0.10849,Ahar01_Flat05,11/22/23,231122_Calib05,400,1,0,6,217,258,113,310,364,106.035,121.182
Aneides hardii,Ahar01,1.49,4.6,8.4,0.05484,0.10849,Ahar01_Flat06,11/22/23,231122_Calib05,400,1,0,5,219,260,118,310,365,109.336,119.35
Aneides hardii,Ahar01,1.49,4.6,8.4,0.05484,0.10849,Ahar01_Flat07,11/22/23,231122_Calib05,400,1,0,4,188,233,109,283,331,109.14,123.996
Aneides hardii,Ahar01,1.49,4.6,8.4,0.05484,0.10849,Ahar01_Vert02,11/20/23,231120_Calib07,400,1,90,8,979,1030,262,1159,1247,96.077,104.013
Aneides hardii,Ahar02,0.93,3.95,7.1,0.05267,0.09141,Ahar02_45deg01,11/15/23,231115_Calib11,400,1,45,9,242,280,93,320,365,105.218,108.164
Aneides hardii,Ahar02,0.93,3.95,7.1,0.05267,0.09141,Ahar02_45deg02,11/15/23,231115_Calib11,400,1,45,6,234,276,100,323,366,96.63,115.956
Aneides hardii,Ahar02,0.93,3.95,7.1,0.05267,0.09141,Ahar02_45deg04,11/15/23,231115_Calib11,400,1,45,4,204,242,97,285,332,110.058,108.635
Aneides hardii,Ahar02,0.93,3.95,7.1,0.05267,0.09141,Ahar02_45deg05,11/15/23,231115_Calib11,400,1,45,4,212,255,103,303,358,97.172,115.843
Aneides hardii,Ahar02,0.93,3.95,7.1,0.05267,0.09141,Ahar02_45deg06,11/15/23,231115_Calib11,400,1,45,5,209,253,96,299,347,102.681,115.961
Aneides hardii,Ahar02,0.88,3.95,7.1,0.05267,0.09141,Ahar02_80deg01,12/12/23,231212_Calib01,400,1,80,9,989,1033,198,1190,1260,90.614,103.177
Aneides hardii,Ahar02,0.88,3.95,7.1,0.05267,0.09141,Ahar02_80deg03,12/12/23,231212_Calib01,400,1,80,4,669,731,166,856,912,94.676,104.641
Aneides hardii,Ahar02,0.88,3.95,7.1,0.05267,0.09141,Ahar02_80deg04,12/12/23,231212_Calib01,400,1,80,5,600,659,137,764,824,88.625,108.656
Aneides hardii,Ahar02,0.88,3.95,7.1,0.05267,0.09141,Ahar02_80deg05,12/12/23,231212_Calib01,400,1,80,4,582,633,131,719,780,92.42,99.729
Aneides hardii,Ahar02,0.88,3.95,7.1,0.05267,0.09141,Ahar02_80deg06,12/12/23,231212_Calib01,400,1,80,9,743,817,178,927,998,87.516,97.619
Aneides hardii,Ahar02,1,3.95,7.1,0.05267,0.09141,Ahar02_Flat02,11/22/23,231122_Calib05,400,1,0,4,118,154,74,181,223,98.1,117.683
Aneides hardii,Ahar02,1,3.95,7.1,0.05267,0.09141,Ahar02_Flat03,11/22/23,231122_Calib05,400,1,0,5,133,165,72,187,222,111.703,105.076
Aneides hardii,Ahar02,1,3.95,7.1,0.05267,0.09141,Ahar02_Flat04,11/22/23,231122_Calib05,400,1,0,4,141,179,71,215,255,102.416,111.478
Aneides hardii,Ahar02,1,3.95,7.1,0.05267,0.09141,Ahar02_Flat05,11/22/23,231122_Calib05,400,1,0,5,152,199,90,234,283,99.381,116.548
Aneides hardii,Ahar02,1,3.95,7.1,0.05267,0.09141,Ahar02_Flat06,11/22/23,231122_Calib05,400,1,0,6,221,270,122,324,374,100.163,112.909
Aneides hardii,Ahar03,1.71,4.8,8.55,0.07267,0.12763,Ahar03_45deg01,11/15/23,231115_Calib11,400,1,45,9,375,442,169,535,607,104.558,114.086
Aneides hardii,Ahar03,1.71,4.8,8.55,0.07267,0.12763,Ahar03_45deg02,11/15/23,231115_Calib11,400,1,45,5,285,344,154,406,481,107.19,109.472
Aneides hardii,Ahar03,1.71,4.8,8.55,0.07267,0.12763,Ahar03_45deg03,11/15/23,231115_Calib11,400,1,45,5,277,332,142,406,494,108.274,113.049
Aneides hardii,Ahar03,1.71,4.8,8.55,0.07267,0.12763,Ahar03_45deg04,11/15/23,231115_Calib11,400,1,45,6,219,256,124,312,373,110.453,113.034
Aneides hardii,Ahar03,1.71,4.8,8.55,0.07267,0.12763,Ahar03_45deg05,11/15/23,231115_Calib11,400,1,45,4,267,309,134,386,441,112.817,112.116
Aneides hardii,Ahar03,1.6,4.8,8.55,0.07267,0.12763,Ahar03_80deg02,12/12/23,231212_Calib01,400,1,80,11,625,668,202,811,882,102.284,100.876
Aneides hardii,Ahar03,1.6,4.8,8.55,0.07267,0.12763,Ahar03_80deg03,12/12/23,231212_Calib01,400,1,80,10,733,815,221,935,1010,101.416,98.435
Aneides hardii,Ahar03,1.6,4.8,8.55,0.07267,0.12763,Ahar03_80deg05,12/12/23,231212_Calib01,400,1,80,44,669,745,287,862,933,99.7,94.96
Aneides hardii,Ahar03,1.6,4.8,8.55,0.07267,0.12763,Ahar03_80deg06,12/12/23,231212_Calib01,400,1,80,6,613,684,175,804,873,104.311,101.574
Aneides hardii,Ahar03,1.6,4.8,8.55,0.07267,0.12763,Ahar03_80deg07,12/12/23,231212_Calib01,400,1,80,10,776,852,246,993,1070,97.038,97.546
Aneides hardii,Ahar03,1.82,4.8,8.55,0.07267,0.12763,Ahar03_Flat02,11/22/23,231122_Calib05,400,1,0,7,137,176,88,217,262,111.742,119.724
Aneides hardii,Ahar03,1.82,4.8,8.55,0.07267,0.12763,Ahar03_Flat03,11/22/23,231122_Calib05,400,1,0,7,227,273,124,339,393,114.564,114.646
Aneides hardii,Ahar03,1.82,4.8,8.55,0.07267,0.12763,Ahar03_Flat04,11/22/23,231122_Calib05,400,1,0,8,211,259,131,313,379,107.424,113.473
Aneides hardii,Ahar03,1.82,4.8,8.55,0.07267,0.12763,Ahar03_Flat05,11/22/23,231122_Calib05,400,1,0,8,236,284,124,359,419,118.588,113.832
Aneides hardii,Ahar03,1.82,4.8,8.55,0.07267,0.12763,Ahar03_Flat06,11/22/23,231122_Calib05,400,1,0,8,202,253,124,305,378,112.985,110.999
Aneides hardii,Ahar04,1,4.5,7.9,0.05597,0.1001,Ahar04_45deg02,11/15/23,231115_Calib11,400,1,45,4,263,317,109,373,439,100.275,113.777
Aneides hardii,Ahar04,1,4.5,7.9,0.05597,0.1001,Ahar04_45deg04,11/15/23,231115_Calib11,400,1,45,4,251,297,103,347,406,101.751,109.208
Aneides hardii,Ahar04,1,4.5,7.9,0.05597,0.1001,Ahar04_45deg05,11/15/23,231115_Calib11,400,1,45,7,315,369,146,454,513,107.333,108.78
Aneides hardii,Ahar04,1,4.5,7.9,0.05597,0.1001,Ahar04_45deg06,11/15/23,231115_Calib11,400,1,45,7,307,361,132,420,488,101.65,115.133
Aneides hardii,Ahar04,1,4.5,7.9,0.05597,0.1001,Ahar04_45deg07,11/15/23,231115_Calib11,400,1,45,5,306,360,129,419,482,101.062,109.452
Aneides hardii,Ahar04,0.83,4.5,7.9,0.05597,0.1001,Ahar04_80deg01,12/11/23,231211_Calib06,400,1,80,8,1080,1132,248,1314,1348,92.345,95.382
Aneides hardii,Ahar04,0.83,4.5,7.9,0.05597,0.1001,Ahar04_80deg03,12/12/23,231212_Calib01,400,1,80,10,1153,1221,271,1459,1506,89.734,97.526
Aneides hardii,Ahar04,0.83,4.5,7.9,0.05597,0.1001,Ahar04_80deg04,12/12/23,231212_Calib01,400,1,80,6,889,953,204,1140,1192,86.647,103.038
Aneides hardii,Ahar04,0.83,4.5,7.9,0.05597,0.1001,Ahar04_80deg05,12/12/23,231212_Calib01,400,1,80,10,750,821,234,966,1019,86.312,95.729
Aneides hardii,Ahar04,0.83,4.5,7.9,0.05597,0.1001,Ahar04_80deg06,12/12/23,231212_Calib01,400,1,80,5,734,825,254,983,1041,93.82,91.424
Aneides hardii,Ahar04,0.97,4.5,7.9,0.05597,0.1001,Ahar04_Flat01,11/22/23,231122_Calib05,400,1,0,11,250,292,131,362,411,99.105,104.355
Aneides hardii,Ahar04,0.97,4.5,7.9,0.05597,0.1001,Ahar04_Flat02,11/22/23,231122_Calib05,400,1,0,9,237,278,125,326,378,100.193,117.717
Aneides hardii,Ahar04,0.97,4.5,7.9,0.05597,0.1001,Ahar04_Flat03,11/22/23,231122_Calib05,400,1,0,8,317,360,162,426,491,104.048,114.172
Aneides hardii,Ahar04,0.97,4.5,7.9,0.05597,0.1001,Ahar04_Flat04,11/22/23,231122_Calib05,400,1,0,6,258,304,116,367,426,107.686,112.612
Aneides hardii,Ahar04,0.97,4.5,7.9,0.05597,0.1001,Ahar04_Flat05,11/22/23,231122_Calib05,400,1,0,5,191,233,97,277,332,108.865,110.69
Aneides hardii,Ahar05,2.6,5.7,10.2,0.09485,0.1769,Ahar05_45deg01,11/6/23,231106_Calib02,400,1,45,8,447,505,246,640,716,106.973,111.218
Aneides hardii,Ahar05,2.6,5.7,10.2,0.09485,0.1769,Ahar05_45deg02,11/6/23,231106_Calib02,400,1,45,8,324,371,183,470,525,105.181,110.283
Aneides hardii,Ahar05,2.6,5.7,10.2,0.09485,0.1769,Ahar05_45deg03,11/6/23,231106_Calib02,400,1,45,14,350,399,215,487,543,106.998,108.724
Aneides hardii,Ahar05,2.6,5.7,10.2,0.09485,0.1769,Ahar05_45deg04,11/6/23,231106_Calib02,400,1,45,7,230,270,130,331,383,105.679,111.917
Aneides hardii,Ahar05,2.6,5.7,10.2,0.09485,0.1769,Ahar05_45deg06,11/6/23,231106_Calib02,400,1,45,10,212,254,120,308,354,103.086,108.488
Aneides hardii,Ahar05,2.04,5.7,10.2,0.09485,0.1769,Ahar05_80deg01,1/27/24,240127_Calib04,400,1,80,5,1634,1693,470,1993,2041,100.008,103.437
Aneides hardii,Ahar05,2.04,5.7,10.2,0.09485,0.1769,Ahar05_80deg02,1/27/24,240127_Calib04,400,1,80,8,1470,1523,461,1833,1884,103.363,107.898
Aneides hardii,Ahar05,2.04,5.7,10.2,0.09485,0.1769,Ahar05_80deg03,1/27/24,240127_Calib04,400,1,80,13,1339,1399,468,1687,1763,105.835,113.225
Aneides hardii,Ahar05,2.06,5.7,10.2,0.09485,0.1769,Ahar05_80deg05,2/17/24,240217_Calib01,400,1,80,8,2047,2103,472,2578,2641,96.234,110.464
Aneides hardii,Ahar05,2.06,5.7,10.2,0.09485,0.1769,Ahar05_80deg06,2/17/24,240217_Calib01,400,1,80,7,1712,1780,482,2177,2242,94.599,104.641
Aneides hardii,Ahar05,2.46,5.7,10.2,0.09485,0.1769,Ahar05_Flat02,11/22/23,231122_Calib03,400,1,0,7,242,278,144,354,409,102.299,112.526
Aneides hardii,Ahar05,2.46,5.7,10.2,0.09485,0.1769,Ahar05_Flat03,11/22/23,231122_Calib03,400,1,0,6,177,206,112,257,297,102.9,112.167
Aneides hardii,Ahar05,2.46,5.7,10.2,0.09485,0.1769,Ahar05_Flat04,11/22/23,231122_Calib03,400,1,0,7,183,214,113,272,313,106.799,113.658
Aneides hardii,Ahar05,2.46,5.7,10.2,0.09485,0.1769,Ahar05_Flat05,11/22/23,231122_Calib03,400,1,0,6,193,230,115,294,334,101.98,120.905
Aneides hardii,Ahar05,2.46,5.7,10.2,0.09485,0.1769,Ahar05_Flat06,11/22/23,231122_Calib03,400,1,0,8,164,191,98,241,280,100.655,115.919
Aneides hardii,Ahar06,1.33,5,8.4,0.0669,0.10794,Ahar06_45deg01,5/20/24,240520_Calib01,400,1,45,4,983,1099,298,1244,1353,87.028,96.009
Aneides hardii,Ahar06,1.33,5,8.4,0.0669,0.10794,Ahar06_45deg02,5/20/24,240520_Calib01,400,1,45,13,1002,1128,472,1254,1455,87.902,95.61
Aneides hardii,Ahar06,1.33,5,8.4,0.0669,0.10794,Ahar06_45deg03,5/20/24,240520_Calib01,400,1,45,1,597,704,233,768,871,85.517,91.635
Aneides hardii,Ahar06,1.33,5,8.4,0.0669,0.10794,Ahar06_45deg04,5/20/24,240520_Calib03,400,1,45,3,366,434,133,490,543,89.379,90.548
Aneides hardii,Ahar06,1.33,5,8.4,0.0669,0.10794,Ahar06_45deg07,5/20/24,240520_Calib03,400,1,45,4,340,401,143,477,544,92.382,98.394
Aneides hardii,Ahar06,1.33,5,8.4,0.0669,0.10794,Ahar06_80deg01,5/21/24,240521_Calib01,400,1,80,16,1282,1379,414,1833,1887,93.831,96.114
Aneides hardii,Ahar06,1.51,5,8.4,0.0669,0.10794,Ahar06_80deg04,6/6/24,240606_Calib04,400,1,80,12,1993,2121,432,2360,2468,96.572,92.083
Aneides hardii,Ahar06,1.51,5,8.4,0.0669,0.10794,Ahar06_80deg05,6/6/24,240606_Calib04,400,1,80,13,2002,2103,570,2408,2468,80.983,87.697
Aneides hardii,Ahar06,1.51,5,8.4,0.0669,0.10794,Ahar06_80deg06,6/7/24,240607_Calib01,400,1,80,30,1272,1362,310,1671,1711,81.753,85.771
Aneides hardii,Ahar06,1.51,5,8.4,0.0669,0.10794,Ahar06_80deg08,6/7/24,240607_Calib01,400,1,80,42,1310,1391,305,1615,1665,87.138,85.38
Aneides hardii,Ahar06,1.61,5,8.4,0.0669,0.10794,Ahar06_Flat01,4/15/24,240415_Calib04,400,1,0,5,328,383,132,457,506,99.567,103.564
Aneides hardii,Ahar06,1.61,5,8.4,0.0669,0.10794,Ahar06_Flat02,4/15/24,240415_Calib04,400,1,0,9,369,423,158,514,568,88.518,98.827
Aneides hardii,Ahar06,1.61,5,8.4,0.0669,0.10794,Ahar06_Flat03,4/15/24,240415_Calib04,400,1,0,8,334,385,161,475,532,99.072,99.718
Aneides hardii,Ahar06,1.61,5,8.4,0.0669,0.10794,Ahar06_Flat05,4/15/24,240415_Calib04,400,1,0,7,259,305,122,365,418,97.137,103.108
Aneides hardii,Ahar06,1.61,5,8.4,0.0669,0.10794,Ahar06_Flat06,4/15/24,240415_Calib04,400,1,0,5,320,372,146,452,499,100.311,101.237
Aneides hardii,Ahar07,1.15,4.05,8,0.05012,0.09343,Ahar07_45deg02,11/15/23,231115_Calib11,400,1,45,6,378,420,160,511,560,98.664,120.346
Aneides hardii,Ahar07,1.15,4.05,8,0.05012,0.09343,Ahar07_45deg03,11/15/23,231115_Calib11,400,1,45,7,417,463,190,569,610,106.058,118.488
Aneides hardii,Ahar07,1.15,4.05,8,0.05012,0.09343,Ahar07_45deg04,11/15/23,231115_Calib11,400,1,45,5,320,358,146,445,490,105.371,129.14
Aneides hardii,Ahar07,1.15,4.05,8,0.05012,0.09343,Ahar07_45deg06,11/15/23,231115_Calib11,400,1,45,4,297,341,139,436,479,103.141,126.321
Aneides hardii,Ahar07,1.15,4.05,8,0.05012,0.09343,Ahar07_45deg07,11/15/23,231115_Calib11,400,1,45,5,281,320,129,397,446,114.726,126.793
Aneides hardii,Ahar07,0.95,4.05,8,0.05012,0.09343,Ahar07_80deg01,12/12/23,231212_Calib01,400,1,80,12,1088,1152,305,1424,1493,94.405,108.112
Aneides hardii,Ahar07,0.95,4.05,8,0.05012,0.09343,Ahar07_80deg02,12/12/23,231212_Calib01,400,1,80,11,1150,1220,374,1470,1548,98.935,105.016
Aneides hardii,Ahar07,0.95,4.05,8,0.05012,0.09343,Ahar07_80deg05,12/12/23,231212_Calib01,400,1,80,11,657,720,210,824,899,92.647,111.557
Aneides hardii,Ahar07,1.2,4.05,8,0.05012,0.09343,Ahar07_80deg07,1/23/24,240123_Calib01,400,1,80,11,1132,1189,371,1431,1505,102.864,113.968
Aneides hardii,Ahar07,1.2,4.05,8,0.05012,0.09343,Ahar07_80deg08,1/23/24,240123_Calib01,400,1,80,10,873,936,254,1115,1188,105.637,109.701
Aneides hardii,Ahar07,1.08,4.05,8,0.05012,0.09343,Ahar07_Flat01,11/22/23,231122_Calib05,400,1,0,10,416,452,180,559,611,108.323,121.588
Aneides hardii,Ahar07,1.08,4.05,8,0.05012,0.09343,Ahar07_Flat02,11/22/23,231122_Calib05,400,1,0,10,331,365,155,451,495,99.122,123.462
Aneides hardii,Ahar07,1.08,4.05,8,0.05012,0.09343,Ahar07_Flat04,11/22/23,231122_Calib05,400,1,0,5,234,264,124,328,377,109.393,127.518
Aneides hardii,Ahar07,1.08,4.05,8,0.05012,0.09343,Ahar07_Flat05,11/22/23,231122_Calib05,400,1,0,8,200,230,109,282,324,116.876,127.319
Aneides hardii,Ahar07,1.08,4.05,8,0.05012,0.09343,Ahar07_Flat06,11/22/23,231122_Calib05,400,1,0,7,260,294,136,365,412,104.717,121.535
Aneides hardii,Ahar08,2.1,5.35,10.2,0.09638,0.16922,Ahar08_45deg02,11/6/23,231106_Calib02,400,1,45,8,453,513,165,615,685,92.81,91.413
Aneides hardii,Ahar08,2.1,5.35,10.2,0.09638,0.16922,Ahar08_45deg03,11/6/23,231106_Calib02,400,1,45,10,436,490,170,581,642,91.988,96.321
Aneides hardii,Ahar08,2.1,5.35,10.2,0.09638,0.16922,Ahar08_45deg04,11/6/23,231106_Calib02,400,1,45,8,436,494,179,596,654,94.598,98.612
Aneides hardii,Ahar08,2.1,5.35,10.2,0.09638,0.16922,Ahar08_45deg05,11/6/23,231106_Calib02,400,1,45,6,379,439,166,532,606,100.679,99.928
Aneides hardii,Ahar08,2.1,5.35,10.2,0.09638,0.16922,Ahar08_45deg06,11/6/23,231106_Calib02,400,1,45,11,407,466,163,574,645,99.498,95.794
Aneides hardii,Ahar08,1.94,5.35,10.2,0.09638,0.16922,Ahar08_80deg01,1/27/24,240127_Calib04,400,1,80,12,1237,1306,315,1554,1632,97.018,92.319
