Species,ID,Mass,SVL,BL,Arm_Length,Leg_Length,Hand_Area,Foot_Area,Trial,Date,Calibration,Frame_Rate,Decimation,Incline,Speed,Hind_Stride_Length,Fore_Stride_Length,Fore_Duty_Factor,Hind_Duty_Factor,Fore_Stride_Dur,Hind_Stride_Dur,Fore_Stride_Freq,Hind_Stride_Freq,Hand_Spread,Foot_Spread
Aneides aeneus,Aaen21,0.83,3.9,7.8,0.888139274,0.879947321,0.0709,0.11936,Aaen21_Flat05,3/5/24,240305_Calib05,400,1,0,5.467900307,2.088053658,1.921443886,0.891719745,0.863636364,0.3925,0.385,2.547770701,2.597402597,102.938,112.308
Aneides aeneus,Aaen21,0.86,3.9,7.8,0.787980026,0.810311068,0.0709,0.11936,Aaen21_Vert01,3/4/24,240304_Calib06,400,1,90,2.260423029,2.012262413,1.807372844,0.881097561,0.924471299,0.82,0.8275,1.219512195,1.208459215,99.683,119.693
Aneides aeneus,Aaen21,0.86,3.9,7.8,0.806363463,0.804743347,0.0709,0.11936,Aaen21_Vert02,3/4/24,240304_Calib06,400,1,90,1.564929605,1.59950121,1.951881247,0.939325843,0.952277657,1.1125,1.1525,0.898876404,0.867678959,99.784,107.016
Aneides aeneus,Aaen21,0.86,3.9,7.8,0.804518738,0.831967057,0.0709,0.11936,Aaen21_Vert03,3/4/24,240304_Calib06,400,1,90,1.466666888,2.028702043,1.980732599,0.934900542,0.923224568,1.3825,1.3025,0.723327306,0.767754319,109.32,119.416
Aneides aeneus,Aaen21,0.86,3.9,7.8,0.793316821,0.810570373,0.0709,0.11936,Aaen21_Vert04,3/4/24,240304_Calib06,400,1,90,2.459275046,1.97056881,2.077693529,0.880645161,0.918566775,0.775,0.7675,1.290322581,1.302931596,103.679,109.266
Aneides aeneus,Aaen21,0.86,3.9,7.8,0.790598931,0.792310165,0.0709,0.11936,Aaen21_Vert05,3/4/24,240304_Calib06,400,1,90,1.292877889,1.766112106,1.549740271,0.949698189,0.930327869,1.2425,1.22,0.804828974,0.819672131,106.503,114.842
Aneides aeneus,Aaen22,1.41,4.55,10.25,1.00557816,1.047038651,0.11058,0.17728,Aaen22_45deg02,4/19/24,240419_Calib01,400,1,45,9.528018797,3.240873283,3.311486027,0.820143885,0.85915493,0.3475,0.355,2.877697842,2.816901408,99.356,117.256
Aneides aeneus,Aaen22,1.41,4.55,10.25,0.997250207,1.037487108,0.11058,0.17728,Aaen22_45deg03,4/19/24,240419_Calib01,400,1,45,6.790558905,2.70977236,2.827245243,0.845714286,0.860606061,0.4375,0.4125,2.285714286,2.424242424,110.635,113.863
Aneides aeneus,Aaen22,1.41,4.55,10.25,1.013204323,1.037274891,0.11058,0.17728,Aaen22_45deg04,4/19/24,240419_Calib01,400,1,45,10.6201604,3.476537347,3.436734821,0.818181818,0.840909091,0.33,0.33,3.03030303,3.03030303,114.046,115.754
Aneides aeneus,Aaen22,1.41,4.55,10.25,0.997527028,1.036088519,0.11058,0.17728,Aaen22_45deg05,4/19/24,240419_Calib01,400,1,45,8.289899246,3.270455242,3.038505514,0.840490798,0.861842105,0.4075,0.38,2.45398773,2.631578947,98.19,114.481
Aneides aeneus,Aaen22,1.41,4.55,10.25,1.007267593,1.025589785,0.11058,0.17728,Aaen22_45deg06,4/19/24,240419_Calib01,400,1,45,14.06711659,3.685930754,3.362317147,0.795918367,0.823529412,0.245,0.255,4.081632653,3.921568627,98.504,122.341
Aneides aeneus,Aaen22,1.22,4.55,10.25,1.003327859,1.040410999,0.11058,0.17728,Aaen22_80deg01,4/27/24,240427_Calib11,400,1,80,5.878532586,3.00151583,2.859374926,0.859296482,0.870646766,0.4975,0.5025,2.010050251,1.990049751,110.591,112.375
Aneides aeneus,Aaen22,1.22,4.55,10.25,1.013684637,1.02091457,0.11058,0.17728,Aaen22_80deg02,4/27/24,240427_Calib11,400,1,80,5.011695194,2.94484053,2.890772787,0.877192982,0.887096774,0.57,0.62,1.754385965,1.612903226,108.968,116.439
Aneides aeneus,Aaen22,1.3,4.55,10.25,1.022186365,1.032229176,0.11058,0.17728,Aaen22_80deg05,4/29/24,240429_Calib09,400,1,80,2.790982947,2.689849416,2.550810068,0.882022472,0.91959799,0.89,0.995,1.123595506,1.005025126,102.321,126.258
Aneides aeneus,Aaen22,1.3,4.55,10.25,1.005020396,1.033846804,0.11058,0.17728,Aaen22_80deg06,4/29/24,240429_Calib09,400,1,80,3.932252128,2.867942613,2.570716173,0.891986063,0.9,0.7175,0.725,1.393728223,1.379310345,107.151,125.806
Aneides aeneus,Aaen22,1.3,4.55,10.25,1.00955999,1.05598232,0.11058,0.17728,Aaen22_80deg07,4/29/24,240429_Calib09,400,1,80,3.652767455,2.825515686,2.619449221,0.855737705,0.896193772,0.7625,0.7225,1.31147541,1.384083045,108.017,128.324
Aneides aeneus,Aaen22,1.41,4.55,10.25,1.013705259,1.038605292,0.11058,0.17728,Aaen22_Flat02,4/11/24,240411_Calib02,400,1,0,16.88774885,3.804824857,3.839811811,0.782608696,0.774193548,0.23,0.2325,4.347826087,4.301075269,117.289,114.148
Aneides aeneus,Aaen22,1.41,4.55,10.25,1.018804939,1.047829152,0.11058,0.17728,Aaen22_Flat03,4/11/24,240411_Calib02,400,1,0,10.84664676,3.351453069,3.155789228,0.817460317,0.814516129,0.315,0.31,3.174603175,3.225806452,111.701,116.06
Aneides aeneus,Aaen22,1.41,4.55,10.25,1.040175717,1.028307994,0.11058,0.17728,Aaen22_Flat04,4/11/24,240411_Calib02,400,1,0,15.62360522,3.338396897,3.764066826,0.8,0.811111111,0.225,0.225,4.444444444,4.444444444,105.971,114.574
Aneides aeneus,Aaen22,1.41,4.55,10.25,1.002141128,1.048081819,0.11058,0.17728,Aaen22_Flat05,4/11/24,240411_Calib02,400,1,0,10.660672,3.346764151,3.116061242,0.776923077,0.803571429,0.325,0.28,3.076923077,3.571428571,106.847,120.262
Aneides aeneus,Aaen22,1.41,4.55,10.25,1.036899195,1.071146551,0.11058,0.17728,Aaen22_Flat06,4/11/24,240411_Calib04,400,1,0,11.71419401,3.733488503,3.498596744,0.803278689,0.785714286,0.305,0.315,3.278688525,3.174603175,110.846,115.554
Aneides aeneus,Aaen22,1.16,4.55,10.25,0.995266904,1.038047762,0.11058,0.17728,Aaen22_Vert02,4/30/24,240430_Calib09,400,1,90,1.316659132,2.003114942,1.962800863,0.930081301,0.944353519,1.5375,1.5275,0.650406504,0.654664484,115.965,114.335
Aneides aeneus,Aaen22,1.16,4.55,10.25,1.020112896,1.072600301,0.11058,0.17728,Aaen22_Vert04,4/30/24,240430_Calib09,400,1,90,2.543457703,2.59284354,2.41127375,0.922330097,0.928571429,1.03,1.015,0.970873786,0.985221675,105.62,110.605
Aneides aeneus,Aaen22,1.16,4.55,10.25,1.00204436,1.057052485,0.11058,0.17728,Aaen22_Vert05,4/30/24,240430_Calib09,400,1,90,1.602263539,2.609461318,2.484334413,0.928571429,0.945686901,1.575,1.565,0.634920635,0.638977636,101.123,114.905
Aneides aeneus,Aaen22,1.16,4.55,10.25,0.988374886,1.05739016,0.11058,0.17728,Aaen22_Vert06,4/30/24,240430_Calib09,400,1,90,2.082394602,2.504606047,2.103243916,0.932059448,0.927789934,1.1775,1.1425,0.8492569,0.875273523,101.545,108.21
Aneides aeneus,Aaen22,1.16,4.55,10.25,0.994144777,1.050988599,0.11058,0.17728,Aaen22_Vert07,4/30/24,240430_Calib09,400,1,90,1.997633084,2.351894987,2.500311631,0.938016529,0.94486692,1.21,1.315,0.826446281,0.760456274,107.305,109.485
Aneides aeneus,Aaen25,1.55,5,11.1,0.993424529,1.010756481,0.11524,0.20961,Aaen25_45deg01,4/19/24,240419_Calib01,400,1,45,4.202803988,3.276105616,3.323593657,0.832335329,0.863492063,0.835,0.7875,1.19760479,1.26984127,101.289,116.277
Aneides aeneus,Aaen25,1.55,5,11.1,0.99179983,1.014980624,0.11524,0.20961,Aaen25_45deg02,4/19/24,240419_Calib01,400,1,45,4.337054108,3.303572792,3.374502128,0.812698413,0.884615385,0.7875,0.78,1.26984127,1.282051282,105.116,114.793
Aneides aeneus,Aaen25,1.55,5,11.1,0.998072749,1.032990639,0.11524,0.20961,Aaen25_45deg03,4/19/24,240419_Calib01,400,1,45,4.876392814,3.456337585,3.468294767,0.828571429,0.870431894,0.7,0.7525,1.428571429,1.328903654,99.533,110.811
Aneides aeneus,Aaen25,1.55,5,11.1,0.988391735,1.017535542,0.11524,0.20961,Aaen25_45deg05,4/19/24,240419_Calib01,400,1,45,3.438360405,3.30482722,3.000989029,0.857894737,0.885786802,0.95,0.985,1.052631579,1.015228426,95.923,111.98
Aneides aeneus,Aaen25,1.55,5,11.1,0.979572465,1.020486018,0.11524,0.20961,Aaen25_45deg06,4/19/24,240419_Calib01,400,1,45,4.506824046,3.14817574,3.213667294,0.840531561,0.875432526,0.7525,0.7225,1.328903654,1.384083045,103.365,112.829
Aneides aeneus,Aaen25,1.6,5,11.1,0.977987511,1.008249716,0.11524,0.20961,Aaen25_80deg01,4/27/24,240427_Calib11,400,1,80,2.60836139,2.898290656,2.800013556,0.875,0.925110132,1.08,1.135,0.925925926,0.881057269,104.797,116.292
Aneides aeneus,Aaen25,1.6,5,11.1,0.983546731,0.984649213,0.11524,0.20961,Aaen25_80deg02,4/27/24,240427_Calib11,400,1,80,2.837492064,3.152766468,2.987176641,0.859903382,0.908685969,1.035,1.1225,0.966183575,0.890868597,105.211,119.684
Aneides aeneus,Aaen25,1.5,5,11.1,0.992124977,1.030835339,0.11524,0.20961,Aaen25_80deg05,4/29/24,240429_Calib09,400,1,80,3.561345194,3.084099231,3.370821791,0.872,0.901554404,0.9375,0.965,1.066666667,1.03626943,101.823,120.354
Aneides aeneus,Aaen25,1.5,5,11.1,1.005020396,1.033846805,0.11524,0.20961,Aaen25_80deg06,4/29/24,240429_Calib09,400,1,80,3.932252128,2.867942613,2.570716173,0.891986063,0.9,0.7175,0.725,1.393728223,1.379310345,105.745,127.101
Aneides aeneus,Aaen25,1.5,5,11.1,0.990110019,1.008189334,0.11524,0.20961,Aaen25_80deg07,4/29/24,240429_Calib09,400,1,80,2.83486584,3.304341443,3.172144217,0.893709328,0.897029703,1.1525,1.2625,0.867678959,0.792079208,109.026,118.49
Aneides aeneus,Aaen25,1.63,5,11.1,1.000734673,1.040129436,0.11524,0.20961,Aaen25_Flat01,4/11/24,240411_Calib05,400,1,0,2.628672226,2.770416194,2.817164578,0.823529412,0.922902494,1.02,1.1025,0.980392157,0.907029478,108.169,123.999
Aneides aeneus,Aaen25,1.63,5,11.1,1.019899451,1.003578739,0.11524,0.20961,Aaen25_Flat03,4/11/24,240411_Calib05,400,1,0,3.145238425,2.837078512,3.105234158,0.851851852,0.910714286,0.945,0.98,1.058201058,1.020408163,105.528,119.049
Aneides aeneus,Aaen25,1.63,5,11.1,0.99998444,1.047002553,0.11524,0.20961,Aaen25_Flat04,4/11/24,240411_Calib05,400,1,0,4.172326889,3.101661605,3.284702277,0.858974359,0.879478827,0.78,0.7675,1.282051282,1.302931596,108.016,116.506
Aneides aeneus,Aaen25,1.63,5,11.1,1.006429514,1.008238408,0.11524,0.20961,Aaen25_Flat05,4/11/24,240411_Calib05,400,1,0,2.434524175,3.121555331,3.043301438,0.805383023,0.903409091,1.2075,1.32,0.82815735,0.757575758,103.496,119.184
Aneides aeneus,Aaen25,1.63,5,11.1,1.010758827,1.014964483,0.11524,0.20961,Aaen25_Flat06,4/11/24,240411_Calib05,400,1,0,2.037979961,2.903865413,2.823413207,0.857404022,0.922279793,1.3675,1.4475,0.731261426,0.690846287,111.2,117.003
Aneides aeneus,Aaen25,1.61,5,11.1,1.005602619,1.021357601,0.11524,0.20961,Aaen25_Vert01,5/1/24,240501_Calib02,400,1,90,1.408863374,2.588982181,2.521803045,0.891089109,0.936507937,1.7675,1.7325,0.565770863,0.577200577,101.385,117.972
Aneides aeneus,Aaen25,1.61,5,11.1,1.007429186,1.051678656,0.11524,0.20961,Aaen25_Vert02,5/1/24,240501_Calib02,400,1,90,2.228719859,2.720097164,2.722568444,0.9,0.929149798,1.2,1.235,0.833333333,0.809716599,101.458,117.733
Aneides aeneus,Aaen25,1.61,5,11.1,1.000371047,1.035185258,0.11524,0.20961,Aaen25_Vert03,5/1/24,240501_Calib02,400,1,90,2.114954906,2.709528971,2.872607552,0.873822976,0.930635838,1.3275,1.2975,0.753295669,0.770712909,93.957,114.3
Aneides aeneus,Aaen25,1.61,5,11.1,0.992733206,1.007602131,0.11524,0.20961,Aaen25_Vert04,5/1/24,240501_Calib02,400,1,90,2.013556186,2.839199745,2.832949539,0.879003559,0.933333333,1.405,1.4625,0.711743772,0.683760684,103.627,115.197
Aneides aeneus,Aaen25,1.61,5,11.1,1.000552908,1.032350766,0.11524,0.20961,Aaen25_Vert06,5/1/24,240501_Calib02,400,1,90,2.227239356,2.727433445,2.972221331,0.894736842,0.939508507,1.33,1.3225,0.751879699,0.756143667,99.765,118.535
Aneides aeneus,Aaen27,1,4.1,8.1,0.849346761,0.900956235,0.08441,0.14037,Aaen27_45deg02,4/16/24,240416_Calib03,400,1,45,9.043419688,2.762003468,2.768422795,0.834586466,0.826086957,0.3325,0.2875,3.007518797,3.47826087,96.033,110.749
Aneides aeneus,Aaen27,1,4.1,8.1,0.85067035,0.916180865,0.08441,0.14037,Aaen27_45deg03,4/16/24,240416_Calib03,400,1,45,7.660705926,2.687575754,2.820290823,0.845637584,0.85915493,0.3725,0.355,2.684563758,2.816901408,109.801,115.731
Aneides aeneus,Aaen27,1,4.1,8.1,0.844809038,0.882131399,0.08441,0.14037,Aaen27_45deg04,4/16/24,240416_Calib03,400,1,45,4.957470931,2.268595686,2.308580047,0.857142857,0.891752577,0.4725,0.485,2.116402116,2.06185567,106.022,117.922
Aneides aeneus,Aaen27,1,4.1,8.1,0.852335335,0.903802753,0.08441,0.14037,Aaen27_45deg05,4/16/24,240416_Calib03,400,1,45,4.324674401,2.5186407,2.715392138,0.886075949,0.898785425,0.5925,0.6175,1.687763713,1.619433198,107.213,123.239
Aneides aeneus,Aaen27,1,4.1,8.1,0.840076109,0.901170019,0.08441,0.14037,Aaen27_45deg06,4/16/24,240416_Calib03,400,1,45,3.83082662,2.419174035,2.302959987,0.918918919,0.882113821,0.6475,0.615,1.544401544,1.62601626,109.6,116.902
Aneides aeneus,Aaen27,1.12,4.1,8.1,0.893466597,0.902878849,0.08441,0.14037,Aaen27_80deg01,4/24/24,240424_Calib01,400,1,80,2.609238403,2.113474349,2.216513079,0.880239521,0.917933131,0.835,0.8225,1.19760479,1.215805471,102.919,119.39
Aneides aeneus,Aaen27,1.12,4.1,8.1,0.869499982,0.921313025,0.08441,0.14037,Aaen27_80deg02,4/24/24,240424_Calib01,400,1,80,2.056732135,2.139295501,2.090259857,0.939947781,0.940149626,0.9575,1.0025,1.044386423,0.997506234,116.809,110.941
Aneides aeneus,Aaen27,1.12,4.1,8.1,0.884639326,0.899052097,0.08441,0.14037,Aaen27_80deg03,4/24/24,240424_Calib01,400,1,80,2.970089476,2.014237164,2.391661107,0.908196721,0.937086093,0.7625,0.755,1.31147541,1.324503311,106.933,107.153
Aneides aeneus,Aaen27,1.12,4.1,8.1,0.875877844,0.913821891,0.08441,0.14037,Aaen27_80deg05,4/24/24,240424_Calib01,400,1,80,1.640117602,2.112763874,2.046806022,0.924271845,0.939516129,1.2875,1.24,0.776699029,0.806451613,109.238,112.897
Aneides aeneus,Aaen27,1.12,4.1,8.1,0.877326179,0.911757692,0.08441,0.14037,Aaen27_80deg06,4/24/24,240424_Calib01,400,1,80,2.07526872,2.094113476,2.240499774,0.933823529,0.944578313,1.02,1.0375,0.980392157,0.963855422,106.518,102.322
Aneides aeneus,Aaen27,1.1,4.1,8.1,0.852214127,0.892911363,0.08441,0.14037,Aaen27_Flat02,4/10/24,240410_Calib05,400,1,0,8.227063496,2.720061529,2.722446943,0.795454545,0.84375,0.33,0.32,3.03030303,3.125,116.994,110.194
Aneides aeneus,Aaen27,1.1,4.1,8.1,0.857801183,0.894526262,0.08441,0.14037,Aaen27_Flat03,4/10/24,240410_Calib05,400,1,0,3.868559607,2.520725623,2.626350069,0.865671642,0.893536122,0.67,0.6575,1.492537313,1.520912548,114.23,111.888
Aneides aeneus,Aaen27,1.1,4.1,8.1,0.867845709,0.905842325,0.08441,0.14037,Aaen27_Flat04,4/10/24,240410_Calib05,400,1,0,5.212758669,2.504253846,2.494340862,0.818181818,0.856353591,0.4675,0.4525,2.139037433,2.209944751,119.536,110.654
Aneides aeneus,Aaen27,1.1,4.1,8.1,0.870217561,0.912831191,0.08441,0.14037,Aaen27_Flat05,4/10/24,240410_Calib05,400,1,0,8.772645482,2.87417553,2.582283059,0.796747967,0.822580645,0.3075,0.31,3.25203252,3.225806452,115.449,112.843
Aneides aeneus,Aaen27,1.1,4.1,8.1,0.862242658,0.891199431,0.08441,0.14037,Aaen27_Flat06,4/10/24,240410_Calib05,400,1,0,4.181317659,2.434133604,2.496050983,0.86122449,0.88559322,0.6125,0.59,1.632653061,1.694915254,112.966,115.72
Aneides aeneus,Aaen27,1.08,4.1,8.1,0.875981762,0.913327023,0.08441,0.14037,Aaen27_Vert01,4/30/24,240430_Calib09,400,1,90,2.914614787,2.072222123,2.149781527,0.937086093,0.928825623,0.755,0.7025,1.324503311,1.423487544,95.752,98.743
Aneides aeneus,Aaen27,1.08,4.1,8.1,0.879375668,0.903771954,0.08441,0.14037,Aaen27_Vert02,4/30/24,240430_Calib09,400,1,90,1.644657903,1.803198571,1.975043133,0.947019868,0.954935622,1.1325,1.165,0.883002208,0.858369099,91.966,98.333
Aneides aeneus,Aaen27,1.08,4.1,8.1,0.879052626,0.922871283,0.08441,0.14037,Aaen27_Vert04,4/30/24,240430_Calib09,400,1,90,2.103904636,1.839653563,2.155492542,0.932975871,0.947802198,0.9325,0.91,1.072386059,1.098901099,98.94,101.745
Aneides aeneus,Aaen27,1.08,4.1,8.1,0.842658463,0.925912328,0.08441,0.14037,Aaen27_Vert05,4/30/24,240430_Calib09,400,1,90,1.552159739,1.927118278,1.897502673,0.946745562,0.952941176,1.2675,1.275,0.788954635,0.784313725,99.481,104.216
Aneides aeneus,Aaen27,1.08,4.1,8.1,0.881488254,0.912259316,0.08441,0.14037,Aaen27_Vert06,4/30/24,240430_Calib09,400,1,90,1.682826351,1.95944938,2.048904177,0.938461538,0.951882845,1.1375,1.195,0.879120879,0.836820084,106.454,105.177
Aneides aeneus,Aaen28,1.5,4.9,10.6,0.985594173,1.061342708,0.11464,0.19253,Aaen28_45deg04,11/8/23,231108_Calib04,400,1,45,13.77903212,3.409556119,3.684121672,0.762376238,0.805825243,0.2525,0.2575,3.96039604,3.883495146,98.746,123.156
Aneides aeneus,Aaen28,1.5,4.9,10.6,0.973621848,1.029981118,0.11464,0.19253,Aaen28_45deg05,11/8/23,231108_Calib04,400,1,45,15.01319513,3.456569399,3.591797518,0.752688172,0.815217391,0.2325,0.23,4.301075269,4.347826087,95.425,113.708
Aneides aeneus,Aaen28,1.5,4.9,10.6,0.971899628,1.045104582,0.11464,0.19253,Aaen28_45deg06,11/8/23,231108_Calib04,400,1,45,14.25218972,3.371914837,3.189837977,0.784090909,0.804347826,0.22,0.23,4.545454545,4.347826087,99.426,118.892
Aneides aeneus,Aaen28,1.5,4.9,10.6,0.982668542,1.036479555,0.11464,0.19253,Aaen28_45deg07,11/8/23,231108_Calib04,400,1,45,13.89175809,3.369167747,3.453284653,0.79,0.8,0.25,0.25,4,4,95.539,113.739
Aneides aeneus,Aaen28,1.5,4.9,10.6,0.980323573,1.064556724,0.11464,0.19253,Aaen28_45deg08,11/8/23,231108_Calib04,400,1,45,11.27737193,3.428091778,3.282600409,0.814159292,0.830645161,0.2825,0.31,3.539823009,3.225806452,98.459,120.655
Aneides aeneus,Aaen28,1.66,4.9,10.6,0.937880509,1.03610875,0.11464,0.19253,Aaen28_80deg01,2/27/24,240227_Calib03,400,1,80,6.498709843,3.341359963,3.073009627,0.852791878,0.875,0.4925,0.52,2.030456853,1.923076923,98.107,114.138
Aneides aeneus,Aaen28,1.66,4.9,10.6,0.948996007,1.052190708,0.11464,0.19253,Aaen28_80deg02,2/27/24,240227_Calib03,400,1,80,3.344730997,2.810585782,2.723164164,0.8820059,0.911931818,0.8475,0.88,1.179941003,1.136363636,102.079,116.615
Aneides aeneus,Aaen28,1.66,4.9,10.6,0.950758694,1.010022948,0.11464,0.19253,Aaen28_80deg03,2/27/24,240227_Calib03,400,1,80,5.38850646,2.975385937,3.010123953,0.842857143,0.890829694,0.525,0.5725,1.904761905,1.746724891,104.098,113.607
Aneides aeneus,Aaen28,1.66,4.9,10.6,0.964336591,1.017484322,0.11464,0.19253,Aaen28_80deg04,2/27/24,240227_Calib03,400,1,80,4.244459507,2.965367404,2.797882464,0.88627451,0.907534247,0.6375,0.73,1.568627451,1.369863014,98.763,115.04
Aneides aeneus,Aaen28,1.66,4.9,10.6,0.951719719,1.020491369,0.11464,0.19253,Aaen28_80deg05,2/27/24,240227_Calib03,400,1,80,5.238426722,2.872691457,3.071913083,0.85042735,0.879464286,0.585,0.56,1.709401709,1.785714286,110.486,115.112
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.97108997,1.044931323,0.11464,0.19253,Aaen28_Flat01,11/21/23,231121_Calib06,400,1,0,10.70422058,3.216355815,3.297345261,0.781818182,0.839694656,0.275,0.3275,3.636363636,3.053435115,95.947,115.694
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.976212154,1.036048146,0.11464,0.19253,Aaen28_Flat02,11/21/23,231121_Calib06,400,1,0,13.13146822,3.474560074,3.138215665,0.757575758,0.773195876,0.2475,0.2425,4.04040404,4.12371134,108.5,117.233
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.972643494,1.049774025,0.11464,0.19253,Aaen28_Flat03,11/21/23,231121_Calib06,400,1,0,16.65143423,3.645845388,3.678590769,0.73255814,0.781609195,0.215,0.2175,4.651162791,4.597701149,97.924,115.816
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.961259845,1.033048464,0.11464,0.19253,Aaen28_Flat05,11/21/23,231121_Calib06,400,1,0,12.58756658,2.993949566,3.20890309,0.792079208,0.791666667,0.2525,0.24,3.96039604,4.166666667,101.606,117.784
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.972569903,1.026209328,0.11464,0.19253,Aaen28_Flat07,11/21/23,231121_Calib06,400,1,0,16.36962571,3.228454552,3.452341074,0.734939759,0.792682927,0.2075,0.205,4.819277108,4.87804878,101.68,119.607
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.968750614,1.009560253,0.11464,0.19253,Aaen28_Vert01,11/17/23,231117_Calib02,400,1,90,1.785665617,2.198676,2.10859091,0.949019608,0.950850662,1.275,1.3225,0.784313725,0.756143667,101.487,112.955
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.948784566,1.058685847,0.11464,0.19253,Aaen28_Vert02,11/17/23,231117_Calib02,400,1,90,5.279930623,2.867780808,2.614448426,0.858536585,0.860696517,0.5125,0.5025,1.951219512,1.990049751,87.142,113.229
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.960445503,1.037958641,0.11464,0.19253,Aaen28_Vert03,11/17/23,231117_Calib02,400,1,90,2.527384419,2.512266008,2.625363326,0.831050228,0.924528302,1.095,0.9275,0.913242009,1.078167116,94.066,118.063
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.965501421,1.051694415,0.11464,0.19253,Aaen28_Vert04,11/17/23,231117_Calib02,400,1,90,1.718786384,2.182963524,2.226724578,0.926199262,0.940828402,1.355,1.2675,0.73800738,0.788954635,100.774,115.56
Aneides aeneus,Aaen28,1.51,4.9,10.6,0.9628287,1.024451454,0.11464,0.19253,Aaen28_Vert05,11/17/23,231117_Calib02,400,1,90,2.075962501,2.436017156,2.268230466,0.913606911,0.933628319,1.1575,1.13,0.863930886,0.884955752,100.739,119.982
Aneides aeneus,Aaen29,1.8,5.4,10.4,1.009703835,1.076983127,0.15012,0.25469,Aaen29_45deg01,11/8/23,231108_Calib04,400,1,45,7.491659374,3.287778642,3.226765388,0.828402367,0.859550562,0.4225,0.445,2.366863905,2.247191011,93.371,105.147
Aneides aeneus,Aaen29,1.8,5.4,10.4,1.028471917,1.103977057,0.15012,0.25469,Aaen29_45deg02,11/8/23,231108_Calib04,400,1,45,4.638393466,2.98900142,2.746205627,0.889312977,0.888446215,0.655,0.6275,1.526717557,1.593625498,96.253,106.655
Aneides aeneus,Aaen29,1.8,5.4,10.4,1.023412232,1.072954507,0.15012,0.25469,Aaen29_45deg04,11/8/23,231108_Calib04,400,1,45,5.26781354,2.776676088,3.195766714,0.876595745,0.902654867,0.5875,0.565,1.70212766,1.769911504,105.053,106.138
Aneides aeneus,Aaen29,1.8,5.4,10.4,1.028083746,1.106926206,0.15012,0.25469,Aaen29_45deg05,11/8/23,231108_Calib04,400,1,45,5.187981409,2.955042587,2.822989452,0.853448276,0.892376682,0.58,0.5575,1.724137931,1.793721973,93.205,103.638
Aneides aeneus,Aaen29,1.8,5.4,10.4,1.044716888,1.10217068,0.15012,0.25469,Aaen29_45deg07,11/8/23,231108_Calib04,400,1,45,8.33641091,3.50865457,3.521799744,0.832335329,0.857988166,0.4175,0.4225,2.395209581,2.366863905,92.544,103.736
Aneides aeneus,Aaen29,1.83,5.4,10.4,1.009925646,1.080728562,0.15012,0.25469,Aaen29_80deg01,2/27/24,240227_Calib03,400,1,80,2.587777194,2.571874348,2.635231349,0.922716628,0.933806147,1.0675,1.0575,0.93676815,0.945626478,91.079,113.462
Aneides aeneus,Aaen29,1.83,5.4,10.4,1.026196904,1.072538005,0.15012,0.25469,Aaen29_80deg02,2/27/24,240227_Calib03,400,1,80,3.217309549,2.534111387,2.318614889,0.926751592,0.925806452,0.785,0.775,1.27388535,1.290322581,95.987,105.584
Aneides aeneus,Aaen29,1.83,5.4,10.4,1.022930831,1.093109917,0.15012,0.25469,Aaen29_80deg04,2/27/24,240227_Calib03,400,1,80,2.36319669,2.415623903,2.380151499,0.946859903,0.932853717,1.035,1.0425,0.966183575,0.959232614,92.285,121.681
Aneides aeneus,Aaen29,1.83,5.4,10.4,1.029136241,1.059185324,0.15012,0.25469,Aaen29_80deg05,2/27/24,240227_Calib03,400,1,80,1.819632758,2.252039778,2.393020871,0.947470817,0.948818898,1.285,1.27,0.778210117,0.787401575,96.696,113.599
Aneides aeneus,Aaen29,1.83,5.4,10.4,1.021073192,1.080032736,0.15012,0.25469,Aaen29_80deg06,2/27/24,240227_Calib03,400,1,80,2.009279294,2.292661802,2.562464127,0.934560327,0.936082474,1.2225,1.2125,0.81799591,0.824742268,105.59,118.421
Aneides aeneus,Aaen29,1.85,5.4,10.4,1.072989625,1.14378711,0.15012,0.25469,Aaen29_Flat01,11/22/23,231122_Calib03,400,1,0,7.169876421,3.487406181,3.174586323,0.833333333,0.852272727,0.495,0.44,2.02020202,2.272727273,98.693,108.318
Aneides aeneus,Aaen29,1.85,5.4,10.4,1.067135003,1.141015347,0.15012,0.25469,Aaen29_Flat02,11/22/23,231122_Calib03,400,1,0,5.309354576,3.047387962,3.142532599,0.848888889,0.9004329,0.5625,0.5775,1.777777778,1.731601732,97.06,105.302
Aneides aeneus,Aaen29,1.85,5.4,10.4,1.065319345,1.117213279,0.15012,0.25469,Aaen29_Flat03,11/22/23,231122_Calib03,400,1,0,14.2271289,3.496803955,3.226180418,0.774193548,0.787234043,0.2325,0.235,4.301075269,4.255319149,106.05,111.03
