Species,ID,Mass,SVL,BL,Arm_Length,Leg_Length,Hand_Area,Foot_Area,Trial,Date,Calibration,Frame_Rate,Decimation,Incline,Speed,Hind_Stride_Length,Fore_Stride_Length,Fore_Duty_Factor,Hind_Duty_Factor,Fore_Stride_Dur,Hind_Stride_Dur,Fore_Stride_Freq,Hind_Stride_Freq,Hand_Spread,Foot_Spread
Aneides aeneus,Aaen29,1.85,5.4,10.4,1.068655752,1.147871513,0.15012,0.25469,Aaen29_Flat05,11/22/23,231122_Calib03,400,1,0,5.682548097,3.198238879,3.087582672,0.836538462,0.885844749,0.52,0.5475,1.923076923,1.826484018,106.587,108.415
Aneides aeneus,Aaen29,1.85,5.4,10.4,1.054633129,1.139561638,0.15012,0.25469,Aaen29_Flat06,11/22/23,231122_Calib03,400,1,0,4.590230389,3.015175077,3.05551991,0.853754941,0.907630522,0.6325,0.6225,1.581027668,1.606425703,96.554,108.924
Aneides aeneus,Aaen29,1.76,5.4,10.4,1.075611312,1.094931983,0.15012,0.25469,Aaen29_Vert01,11/17/23,231117_Calib02,400,1,90,1.260058665,1.982779205,2.005104921,0.964071856,0.949275362,1.67,1.725,0.598802395,0.579710145,94.012,101.155
Aneides aeneus,Aaen29,1.76,5.4,10.4,0.997254104,1.074410214,0.15012,0.25469,Aaen29_Vert02,11/17/23,231117_Calib02,400,1,90,1.444650867,2.103913134,2.367937752,0.945121951,0.947209653,1.64,1.6575,0.609756098,0.60331825,92.077,107.858
Aneides aeneus,Aaen29,1.76,5.4,10.4,0.994698123,1.07760549,0.15012,0.25469,Aaen29_Vert04,11/17/23,231117_Calib02,400,1,90,1.471440477,2.368635656,2.417299814,0.933333333,0.95014245,1.65,1.755,0.606060606,0.56980057,95.998,113.713
Aneides aeneus,Aaen29,1.76,5.4,10.4,1.021152696,1.10246802,0.15012,0.25469,Aaen29_Vert05,11/17/23,231117_Calib02,400,1,90,1.738779056,2.679637577,1.966839437,0.954710145,0.930232558,1.38,1.3975,0.724637681,0.715563506,92.158,118.595
Aneides aeneus,Aaen29,1.76,5.4,10.4,1.030320643,1.10012643,0.15012,0.25469,Aaen29_Vert06,11/17/23,231117_Calib02,400,1,90,1.686840487,2.370705812,2.237809438,0.936363636,0.920754717,1.375,1.325,0.727272727,0.754716981,88.354,105.167
Aneides hardii,Ahar01,1.55,4.6,8.4,0.684867475,0.738042981,0.05484,0.10849,Ahar01_45deg02,11/15/23,231115_Calib11,400,1,45,3.838975859,2.437206844,2.434678112,0.80078125,0.842911877,0.64,0.6525,1.5625,1.53256705,101.42,115.66
Aneides hardii,Ahar01,1.55,4.6,8.4,0.702347678,0.738844725,0.05484,0.10849,Ahar01_45deg04,11/15/23,231115_Calib11,400,1,45,2.729417332,2.315207489,2.23647769,0.812883436,0.857549858,0.815,0.8775,1.226993865,1.13960114,104.446,112.254
Aneides hardii,Ahar01,1.55,4.6,8.4,0.682335637,0.734570138,0.05484,0.10849,Ahar01_45deg05,11/15/23,231115_Calib11,400,1,45,3.107655851,2.351130644,2.266927955,0.820261438,0.856230032,0.765,0.7825,1.307189542,1.277955272,101.572,117.157
Aneides hardii,Ahar01,1.55,4.6,8.4,0.688112741,0.741159283,0.05484,0.10849,Ahar01_45deg06,11/15/23,231115_Calib11,400,1,45,2.626099022,2.266825892,2.35698887,0.801630435,0.853185596,0.92,0.9025,1.086956522,1.108033241,96.967,117.004
Aneides hardii,Ahar01,1.55,4.6,8.4,0.692940149,0.733250084,0.05484,0.10849,Ahar01_45deg07,11/15/23,231115_Calib11,400,1,45,2.731999375,2.276347965,2.231037286,0.837209302,0.867977528,0.86,0.89,1.162790698,1.123595506,105.333,122.376
Aneides hardii,Ahar01,1.29,4.6,8.4,0.695867007,0.73600002,0.05484,0.10849,Ahar01_80deg01,12/12/23,231212_Calib01,400,1,80,0.588786433,1.527289077,1.309768212,0.91857001,0.931100478,2.5175,2.6125,0.397219464,0.38277512,100.638,109.632
Aneides hardii,Ahar01,1.29,4.6,8.4,0.683319266,0.743254564,0.05484,0.10849,Ahar01_80deg02,12/12/23,231212_Calib01,400,1,80,0.577417681,1.226761324,1.251692422,0.91723356,0.930960086,2.205,2.3175,0.453514739,0.431499461,97.524,109.582
Aneides hardii,Ahar01,1.29,4.6,8.4,0.695747591,0.743548622,0.05484,0.10849,Ahar01_80deg03,12/12/23,231212_Calib01,400,1,80,0.713885141,1.681003164,1.759388947,0.906148867,0.903803132,2.3175,2.235,0.431499461,0.447427293,108.189,108.306
Aneides hardii,Ahar01,1.29,4.6,8.4,0.687336196,0.760425627,0.05484,0.10849,Ahar01_80deg05,12/12/23,231212_Calib01,400,1,80,1.016738263,1.792571569,1.696416165,0.87517934,0.903713893,1.7425,1.8175,0.573888092,0.550206327,100.565,108.617
Aneides hardii,Ahar01,1.6,4.6,8.4,0.681040901,0.727725289,0.05484,0.10849,Ahar01_80deg06,1/27/24,240127_Calib02,400,1,80,0.282674958,1.210413083,1.193128197,0.949488491,0.967871486,3.91,4.3575,0.255754476,0.229489386,98.15,108.518
Aneides hardii,Ahar01,1.49,4.6,8.4,0.714185586,0.761347787,0.05484,0.10849,Ahar01_Flat03,11/22/23,231122_Calib05,400,1,0,3.168525903,2.439416461,2.381305419,0.805755396,0.828746177,0.695,0.8175,1.438848921,1.22324159,102.135,118.531
Aneides hardii,Ahar01,1.49,4.6,8.4,0.694761055,0.761124524,0.05484,0.10849,Ahar01_Flat04,11/22/23,231122_Calib05,400,1,0,4.923110205,2.376580828,2.329746685,0.772020725,0.798969072,0.4825,0.485,2.07253886,2.06185567,112.217,119.123
Aneides hardii,Ahar01,1.49,4.6,8.4,0.701402105,0.75539171,0.05484,0.10849,Ahar01_Flat05,11/22/23,231122_Calib05,400,1,0,3.800361502,2.304587915,2.314886566,0.788844622,0.841269841,0.6275,0.63,1.593625498,1.587301587,106.035,121.182
Aneides hardii,Ahar01,1.49,4.6,8.4,0.704780339,0.754321671,0.05484,0.10849,Ahar01_Flat06,11/22/23,231122_Calib05,400,1,0,3.72868007,2.236294029,2.406680943,0.781376518,0.843137255,0.6175,0.6375,1.619433198,1.568627451,109.336,119.35
Aneides hardii,Ahar01,1.49,4.6,8.4,0.709843611,0.773767748,0.05484,0.10849,Ahar01_Flat07,11/22/23,231122_Calib05,400,1,0,4.246330323,2.380829219,2.376483229,0.788288288,0.807860262,0.555,0.5725,1.801801802,1.746724891,109.14,123.996
Aneides hardii,Ahar01,1.49,4.6,8.4,0.677325167,0.706959618,0.05484,0.10849,Ahar01_Vert02,11/20/23,231120_Calib07,400,1,90,0.662885251,1.705035195,1.749552314,0.911675127,0.951076321,2.4625,2.555,0.406091371,0.391389432,96.077,104.013
Aneides hardii,Ahar02,0.93,3.95,7.1,0.667331537,0.677711762,0.05267,0.09141,Ahar02_45deg01,11/15/23,231115_Calib11,400,1,45,3.391841474,2.196263286,2.316703417,0.838235294,0.863468635,0.68,0.6775,1.470588235,1.47601476,105.218,108.164
Aneides hardii,Ahar02,0.93,3.95,7.1,0.666859213,0.691180477,0.05267,0.09141,Ahar02_45deg02,11/15/23,231115_Calib11,400,1,45,3.343249424,2.184482712,2.154759031,0.842105263,0.848148148,0.665,0.675,1.503759398,1.481481481,96.63,115.956
Aneides hardii,Ahar02,0.93,3.95,7.1,0.674238348,0.687838806,0.05267,0.09141,Ahar02_45deg04,11/15/23,231115_Calib11,400,1,45,4.056893772,2.292085548,2.352400469,0.804255319,0.844537815,0.5875,0.595,1.70212766,1.680672269,110.058,108.635
Aneides hardii,Ahar02,0.93,3.95,7.1,0.674243851,0.687278154,0.05267,0.09141,Ahar02_45deg05,11/15/23,231115_Calib11,400,1,45,3.536710468,2.212653329,2.217663094,0.788235294,0.832669323,0.6375,0.6275,1.568627451,1.593625498,97.172,115.843
Aneides hardii,Ahar02,0.93,3.95,7.1,0.665996725,0.686470855,0.05267,0.09141,Ahar02_45deg06,11/15/23,231115_Calib11,400,1,45,3.949055135,2.347496663,2.352945762,0.812749004,0.826612903,0.6275,0.62,1.593625498,1.612903226,102.681,115.961
Aneides hardii,Ahar02,0.88,3.95,7.1,0.645724279,0.685917431,0.05267,0.09141,Ahar02_80deg01,12/12/23,231212_Calib01,400,1,80,0.573541991,1.332438716,1.510924356,0.935028249,0.958007813,2.655,2.56,0.376647834,0.390625,90.614,103.177
Aneides hardii,Ahar02,0.88,3.95,7.1,0.657223403,0.693979667,0.05267,0.09141,Ahar02_80deg03,12/12/23,231212_Calib01,400,1,80,0.879502837,1.567669509,1.613177124,0.926273458,0.916093535,1.865,1.8175,0.536193029,0.550206327,94.676,104.641
Aneides hardii,Ahar02,0.88,3.95,7.1,0.634880056,0.686413862,0.05267,0.09141,Ahar02_80deg04,12/12/23,231212_Calib01,400,1,80,0.948371112,1.659787189,1.589966063,0.91411936,0.911314985,1.7175,1.635,0.58224163,0.611620795,88.625,108.656
Aneides hardii,Ahar02,0.88,3.95,7.1,0.647113786,0.662947964,0.05267,0.09141,Ahar02_80deg05,12/12/23,231212_Calib01,400,1,80,1.06654433,1.668571724,1.661919424,0.907550077,0.920508744,1.6225,1.5725,0.61633282,0.635930048,92.42,99.729
Aneides hardii,Ahar02,0.88,3.95,7.1,0.642090753,0.680861978,0.05267,0.09141,Ahar02_80deg06,12/12/23,231212_Calib01,400,1,80,0.817789971,1.691705399,1.570967793,0.914634146,0.909653465,2.05,2.02,0.487804878,0.495049505,87.516,97.619
Aneides hardii,Ahar02,1,3.95,7.1,0.671122893,0.715870973,0.05267,0.09141,Ahar02_Flat02,11/22/23,231122_Calib05,400,1,0,6.303436808,2.554724576,2.288044468,0.724832215,0.766666667,0.3725,0.375,2.684563758,2.666666667,98.1,117.683
Aneides hardii,Ahar02,1,3.95,7.1,0.671234012,0.694204673,0.05267,0.09141,Ahar02_Flat03,11/22/23,231122_Calib05,400,1,0,6.726952667,2.42879383,2.667039621,0.773333333,0.80625,0.375,0.4,2.666666667,2.5,111.703,105.076
Aneides hardii,Ahar02,1,3.95,7.1,0.680167287,0.7029682,0.05267,0.09141,Ahar02_Flat04,11/22/23,231122_Calib05,400,1,0,5.164452436,2.218949782,2.29941799,0.788043478,0.788571429,0.46,0.4375,2.173913043,2.285714286,102.416,111.478
Aneides hardii,Ahar02,1,3.95,7.1,0.675187857,0.717163863,0.05267,0.09141,Ahar02_Flat05,11/22/23,231122_Calib05,400,1,0,5.185036055,2.475846575,2.47661952,0.751295337,0.762886598,0.4825,0.485,2.07253886,2.06185567,99.381,116.548
Aneides hardii,Ahar02,1,3.95,7.1,0.678168783,0.704586492,0.05267,0.09141,Ahar02_Flat06,11/22/23,231122_Calib05,400,1,0,3.345099649,2.176298333,2.057264185,0.805555556,0.818181818,0.63,0.66,1.587301587,1.515151515,100.163,112.909
Aneides hardii,Ahar03,1.71,4.8,8.55,0.787641628,0.815246984,0.07267,0.12763,Ahar03_45deg01,11/15/23,231115_Calib11,400,1,45,2.378124468,2.590986348,2.438979993,0.837899543,0.847575058,1.095,1.0825,0.913242009,0.923787529,104.558,114.086
Aneides hardii,Ahar03,1.71,4.8,8.55,0.791493404,0.803078318,0.07267,0.12763,Ahar03_45deg02,11/15/23,231115_Calib11,400,1,45,3.599246253,2.870661928,2.926162791,0.773700306,0.828908555,0.8175,0.8475,1.22324159,1.179941003,107.19,109.472
Aneides hardii,Ahar03,1.71,4.8,8.55,0.785626746,0.82177978,0.07267,0.12763,Ahar03_45deg03,11/15/23,231115_Calib11,400,1,45,3.156195844,2.592163041,2.543749392,0.752840909,0.834862385,0.88,0.8175,1.136363636,1.22324159,108.274,113.049
Aneides hardii,Ahar03,1.71,4.8,8.55,0.783115017,0.813266059,0.07267,0.12763,Ahar03_45deg04,11/15/23,231115_Calib11,400,1,45,4.271705085,2.696219526,2.676801024,0.759036145,0.856,0.6225,0.625,1.606425703,1.6,110.453,113.034
Aneides hardii,Ahar03,1.71,4.8,8.55,0.779314899,0.807305062,0.07267,0.12763,Ahar03_45deg05,11/15/23,231115_Calib11,400,1,45,3.4581005,2.535331842,2.532531902,0.824104235,0.86557377,0.7675,0.7625,1.302931596,1.31147541,112.817,112.116
Aneides hardii,Ahar03,1.6,4.8,8.55,0.778402407,0.803315992,0.07267,0.12763,Ahar03_80deg02,12/12/23,231212_Calib01,400,1,80,1.206689441,1.981301313,1.977379498,0.897058824,0.936073059,1.7,1.6425,0.588235294,0.608828006,102.284,100.876
Aneides hardii,Ahar03,1.6,4.8,8.55,0.773137632,0.804523905,0.07267,0.12763,Ahar03_80deg03,12/12/23,231212_Calib01,400,1,80,1.168332889,2.183226726,2.161863402,0.906210393,0.899378882,1.9725,2.0125,0.506970849,0.49689441,101.416,98.435
Aneides hardii,Ahar03,1.6,4.8,8.55,0.770046599,0.802723062,0.07267,0.12763,Ahar03_80deg05,12/12/23,231212_Calib01,400,1,80,1.411872902,2.418720244,2.085633756,0.891640867,0.893009986,1.615,1.7525,0.619195046,0.570613409,99.7,94.96
Aneides hardii,Ahar03,1.6,4.8,8.55,0.770446185,0.813237659,0.07267,0.12763,Ahar03_80deg06,12/12/23,231212_Calib01,400,1,80,1.325081067,2.140056859,2.073749067,0.902578797,0.896755162,1.745,1.695,0.573065903,0.589970501,104.311,101.574
Aneides hardii,Ahar03,1.6,4.8,8.55,0.770073112,0.81670372,0.07267,0.12763,Ahar03_80deg07,12/12/23,231212_Calib01,400,1,80,1.046663009,2.068570613,2.097121395,0.90776699,0.910926366,2.06,2.105,0.485436893,0.475059382,97.038,97.546
Aneides hardii,Ahar03,1.82,4.8,8.55,0.796184826,0.837648652,0.07267,0.12763,Ahar03_Flat02,11/22/23,231122_Calib05,400,1,0,6.908654187,3.028169607,2.943955463,0.747126437,0.775147929,0.435,0.4225,2.298850575,2.366863905,111.742,119.724
Aneides hardii,Ahar03,1.82,4.8,8.55,0.795154517,0.833627486,0.07267,0.12763,Ahar03_Flat03,11/22/23,231122_Calib05,400,1,0,3.945739148,2.62774832,2.548874468,0.802973978,0.830827068,0.6725,0.665,1.486988848,1.503759398,114.564,114.646
Aneides hardii,Ahar03,1.82,4.8,8.55,0.800622401,0.833967706,0.07267,0.12763,Ahar03_Flat04,11/22/23,231122_Calib05,400,1,0,4.408033367,2.832138611,2.754696222,0.737903226,0.812749004,0.62,0.6275,1.612903226,1.593625498,107.424,113.473
Aneides hardii,Ahar03,1.82,4.8,8.55,0.799626306,0.833275526,0.07267,0.12763,Ahar03_Flat05,11/22/23,231122_Calib05,400,1,0,3.68789924,2.557780783,2.46814242,0.8,0.829710145,0.7375,0.69,1.355932203,1.449275362,118.588,113.832
Aneides hardii,Ahar03,1.82,4.8,8.55,0.805918375,0.815820599,0.07267,0.12763,Ahar03_Flat06,11/22/23,231122_Calib05,400,1,0,4.737432986,2.942928288,2.970245282,0.716535433,0.795918367,0.635,0.6125,1.57480315,1.632653061,112.985,110.999
Aneides hardii,Ahar04,1,4.5,7.9,0.691450581,0.735520692,0.05597,0.1001,Ahar04_45deg02,11/15/23,231115_Calib11,400,1,45,3.203629336,2.502746614,2.587819732,0.803030303,0.830670927,0.825,0.7825,1.212121212,1.277955272,100.275,113.777
Aneides hardii,Ahar04,1,4.5,7.9,0.714570891,0.738630711,0.05597,0.1001,Ahar04_45deg04,11/15/23,231115_Calib11,400,1,45,3.434483361,2.390717945,2.608328836,0.808580858,0.846416382,0.7575,0.7325,1.320132013,1.365187713,101.751,109.208
Aneides hardii,Ahar04,1,4.5,7.9,0.716834252,0.74308096,0.05597,0.1001,Ahar04_45deg05,11/15/23,231115_Calib11,400,1,45,2.7050052,2.408870233,2.381306221,0.841961853,0.85359116,0.9175,0.905,1.089918256,1.104972376,107.333,108.78
Aneides hardii,Ahar04,1,4.5,7.9,0.710260732,0.738267489,0.05597,0.1001,Ahar04_45deg06,11/15/23,231115_Calib11,400,1,45,3.035909902,2.562931318,2.612424724,0.811797753,0.850282486,0.89,0.885,1.123595506,1.129943503,101.65,115.133
Aneides hardii,Ahar04,1,4.5,7.9,0.716057782,0.738888653,0.05597,0.1001,Ahar04_45deg07,11/15/23,231115_Calib11,400,1,45,2.854523014,2.484346237,2.480003101,0.824362606,0.850704225,0.8825,0.8875,1.133144476,1.126760563,101.062,109.452
Aneides hardii,Ahar04,0.83,4.5,7.9,0.702520352,0.727513199,0.05597,0.1001,Ahar04_80deg01,12/11/23,231211_Calib06,400,1,80,0.461700954,1.479364391,1.180130549,0.97,0.954626335,2.75,2.81,0.363636364,0.355871886,92.345,95.382
Aneides hardii,Ahar04,0.83,4.5,7.9,0.69154544,0.708858369,0.05597,0.1001,Ahar04_80deg03,12/12/23,231212_Calib01,400,1,80,0.474836146,1.468683991,1.415498479,0.962753036,0.944673823,3.0875,3.0275,0.32388664,0.330305533,89.734,97.526
Aneides hardii,Ahar04,0.83,4.5,7.9,0.702759213,0.725033499,0.05597,0.1001,Ahar04_80deg04,12/12/23,231212_Calib01,400,1,80,0.603146292,1.499061215,1.573376703,0.948380567,0.933474129,2.47,2.3675,0.4048583,0.422386484,86.647,103.038
Aneides hardii,Ahar04,0.83,4.5,7.9,0.695682769,0.716034652,0.05597,0.1001,Ahar04_80deg05,12/12/23,231212_Calib01,400,1,80,0.798458711,1.69365128,1.615308657,0.933757962,0.913686806,1.9625,2.0275,0.50955414,0.493218249,86.312,95.729
Aneides hardii,Ahar04,0.83,4.5,7.9,0.683329183,0.743545776,0.05597,0.1001,Ahar04_80deg06,12/12/23,231212_Calib01,400,1,80,0.862570929,1.886990679,1.704671368,0.927573062,0.890243902,1.9675,2.05,0.508259212,0.487804878,93.82,91.424
Aneides hardii,Ahar04,0.97,4.5,7.9,0.720027278,0.746815565,0.05597,0.1001,Ahar04_Flat01,11/22/23,231122_Calib05,400,1,0,3.129594789,2.250158171,2.119965958,0.828571429,0.854092527,0.7,0.7025,1.428571429,1.423487544,99.105,104.355
Aneides hardii,Ahar04,0.97,4.5,7.9,0.714387846,0.743875698,0.05597,0.1001,Ahar04_Flat02,11/22/23,231122_Calib05,400,1,0,3.650879525,2.384603092,2.365742317,0.798418972,0.851301115,0.6325,0.6725,1.581027668,1.486988848,100.193,117.717
Aneides hardii,Ahar04,0.97,4.5,7.9,0.727482637,0.753294971,0.05597,0.1001,Ahar04_Flat03,11/22/23,231122_Calib05,400,1,0,2.754321545,2.2553255,2.383620668,0.805471125,0.880681818,0.8225,0.88,1.215805471,1.136363636,104.048,114.172
Aneides hardii,Ahar04,0.97,4.5,7.9,0.709294975,0.747886571,0.05597,0.1001,Ahar04_Flat04,11/22/23,231122_Calib05,400,1,0,3.170500172,2.37589554,2.287685549,0.812903226,0.848993289,0.775,0.745,1.290322581,1.342281879,107.686,112.612
Aneides hardii,Ahar04,0.97,4.5,7.9,0.706789513,0.751313995,0.05597,0.1001,Ahar04_Flat05,11/22/23,231122_Calib05,400,1,0,4.612045704,2.632161583,2.594775332,0.770212766,0.820175439,0.5875,0.57,1.70212766,1.754385965,108.865,110.69
Aneides hardii,Ahar05,2.6,5.7,10.2,0.788985655,0.839974744,0.09485,0.1769,Ahar05_45deg01,11/6/23,231106_Calib02,400,1,45,1.990485929,2.478314201,2.385023766,0.840425532,0.885311871,1.175,1.2425,0.85106383,0.804828974,106.973,111.218
Aneides hardii,Ahar05,2.6,5.7,10.2,0.786927278,0.836261765,0.09485,0.1769,Ahar05_45deg02,11/6/23,231106_Calib02,400,1,45,2.782644803,2.485391376,2.447102152,0.842105263,0.873278237,0.855,0.9075,1.169590643,1.101928375,105.181,110.283
Aneides hardii,Ahar05,2.6,5.7,10.2,0.793882487,0.829116187,0.09485,0.1769,Ahar05_45deg03,11/6/23,231106_Calib02,400,1,45,2.842252,2.600776242,2.448836835,0.832317073,0.875324675,0.82,0.9625,1.219512195,1.038961039,106.998,108.724
Aneides hardii,Ahar05,2.6,5.7,10.2,0.804300407,0.845062715,0.09485,0.1769,Ahar05_45deg04,11/6/23,231106_Calib02,400,1,45,4.142955514,2.60952189,2.719417265,0.798418972,0.851711027,0.6325,0.6575,1.581027668,1.520912548,105.679,111.917
Aneides hardii,Ahar05,2.6,5.7,10.2,0.804277557,0.850145484,0.09485,0.1769,Ahar05_45deg06,11/6/23,231106_Calib02,400,1,45,4.504595422,2.756093705,2.643371638,0.807692308,0.831967213,0.585,0.61,1.709401709,1.639344262,103.086,108.488
Aneides hardii,Ahar05,2.04,5.7,10.2,0.828867193,0.86141126,0.09485,0.1769,Ahar05_80deg01,1/27/24,240127_Calib04,400,1,80,0.398512378,1.879553309,1.557810085,0.97008275,0.96563981,3.9275,4.22,0.254614895,0.236966825,100.008,103.437
Aneides hardii,Ahar05,2.04,5.7,10.2,0.80393484,0.857287325,0.09485,0.1769,Ahar05_80deg02,1/27/24,240127_Calib04,400,1,80,0.406309441,1.584802595,1.523141728,0.964862966,0.965676568,3.5575,3.7875,0.281096275,0.264026403,103.363,107.898
Aneides hardii,Ahar05,2.04,5.7,10.2,0.814798685,0.87270441,0.09485,0.1769,Ahar05_80deg03,1/27/24,240127_Calib04,400,1,80,0.498080082,1.865188823,1.739497213,0.942084942,0.957431457,3.2375,3.465,0.308880309,0.288600289,105.835,113.225
Aneides hardii,Ahar05,2.06,5.7,10.2,0.805255287,0.881783408,0.09485,0.1769,Ahar05_80deg05,2/17/24,240217_Calib01,400,1,80,0.229984894,1.316882363,1.336620236,0.971415399,0.973747017,5.4225,5.2375,0.184416782,0.190930788,96.234,110.464
Aneides hardii,Ahar05,2.06,5.7,10.2,0.79630348,0.876788338,0.09485,0.1769,Ahar05_80deg06,2/17/24,240217_Calib01,400,1,80,0.305970057,1.47470632,1.284153392,0.963636364,0.962210942,4.4,4.4325,0.227272727,0.225606317,94.599,104.641
Aneides hardii,Ahar05,2.46,5.7,10.2,0.869579665,0.89758755,0.09485,0.1769,Ahar05_Flat02,11/22/23,231122_Calib03,400,1,0,3.518348771,2.368304048,2.384341501,0.796226415,0.870848708,0.6625,0.6775,1.509433962,1.47601476,102.299,112.526
Aneides hardii,Ahar05,2.46,5.7,10.2,0.865799517,0.899788668,0.09485,0.1769,Ahar05_Flat03,11/22/23,231122_Calib03,400,1,0,4.998821904,2.385370827,2.548921856,0.789189189,0.86,0.4625,0.5,2.162162162,2,102.9,112.167
Aneides hardii,Ahar05,2.46,5.7,10.2,0.876356809,0.898788045,0.09485,0.1769,Ahar05_Flat04,11/22/23,231122_Calib03,400,1,0,4.645688736,2.312615423,2.377300854,0.8,0.855072464,0.5,0.5175,2,1.93236715,106.799,113.658
Aneides hardii,Ahar05,2.46,5.7,10.2,0.86817658,0.900085098,0.09485,0.1769,Ahar05_Flat05,11/22/23,231122_Calib03,400,1,0,4.343380725,2.445523615,2.323800566,0.821917808,0.839285714,0.5475,0.56,1.826484018,1.785714286,101.98,120.905
Aneides hardii,Ahar05,2.46,5.7,10.2,0.861150051,0.903201196,0.09485,0.1769,Ahar05_Flat06,11/22/23,231122_Calib03,400,1,0,5.40293987,2.491083705,2.536156425,0.791208791,0.857923497,0.455,0.4575,2.197802198,2.18579235,100.655,115.919
Aneides hardii,Ahar06,1.33,5,8.4,0.753512932,0.777851476,0.0669,0.10794,Ahar06_45deg01,5/20/24,240520_Calib01,400,1,45,0.797098224,2.06808156,2.175913904,0.897630332,0.894977169,2.6375,2.7375,0.379146919,0.365296804,87.028,96.009
Aneides hardii,Ahar06,1.33,5,8.4,0.737244654,0.781347048,0.0669,0.10794,Ahar06_45deg02,5/20/24,240520_Calib01,400,1,45,0.811063678,2.077556741,2.540471378,0.7965412,0.887892377,2.4575,2.7875,0.406917599,0.358744395,87.902,95.61
Aneides hardii,Ahar06,1.33,5,8.4,0.761136235,0.779209091,0.0669,0.10794,Ahar06_45deg03,5/20/24,240520_Calib01,400,1,45,1.567406429,2.530877718,2.655933877,0.840125392,0.849217639,1.595,1.7575,0.626959248,0.568990043,85.517,91.635
Aneides hardii,Ahar06,1.33,5,8.4,0.77922068,0.815696134,0.0669,0.10794,Ahar06_45deg04,5/20/24,240520_Calib03,400,1,45,2.361753212,2.537962264,2.199237338,0.873170732,0.844547564,1.025,1.0775,0.975609756,0.928074246,89.379,90.548
Aneides hardii,Ahar06,1.33,5,8.4,0.761322138,0.821718977,0.0669,0.10794,Ahar06_45deg07,5/20/24,240520_Calib03,400,1,45,2.321448794,2.164812245,2.254272257,0.835411471,0.848866499,1.0025,0.9925,0.997506234,1.007556675,92.382,98.394
Aneides hardii,Ahar06,1.33,5,8.4,0.75280709,0.801045935,0.0669,0.10794,Ahar06_80deg01,5/21/24,240521_Calib01,400,1,80,0.312851165,1.284441038,1.004673532,0.964019009,0.929567131,3.6825,3.4075,0.27155465,0.293470286,93.831,96.114
Aneides hardii,Ahar06,1.51,5,8.4,0.768667377,0.791370075,0.0669,0.10794,Ahar06_80deg04,6/6/24,240606_Calib04,400,1,80,0.372719081,1.953903656,1.93263459,0.947445972,0.939781887,5.09,5.2725,0.196463654,0.189663348,96.572,92.083
Aneides hardii,Ahar06,1.51,5,8.4,0.782562055,0.765515981,0.0669,0.10794,Ahar06_80deg05,6/6/24,240606_Calib04,400,1,80,0.298347825,1.702814126,1.418922532,0.968914647,0.95215311,4.745,5.225,0.210748156,0.19138756,80.983,87.697
Aneides hardii,Ahar06,1.51,5,8.4,0.793480457,0.770642228,0.0669,0.10794,Ahar06_80deg06,6/7/24,240607_Calib01,400,1,80,0.371878788,1.439584886,1.173705627,0.972162741,0.933183183,3.5025,3.33,0.28551035,0.3003003,81.753,85.771
Aneides hardii,Ahar06,1.51,5,8.4,0.77061723,0.777016487,0.0669,0.10794,Ahar06_80deg08,6/7/24,240607_Calib01,400,1,80,0.441016627,1.649530761,1.388649254,0.963970588,0.940696812,3.4,3.3725,0.294117647,0.296515938,87.138,85.38
Aneides hardii,Ahar06,1.61,5,8.4,0.802531401,0.805673119,0.0669,0.10794,Ahar06_Flat01,4/15/24,240415_Calib04,400,1,0,2.40884089,2.132209054,2.329123842,0.871657754,0.857142857,0.935,0.945,1.069518717,1.058201058,99.567,103.564
Aneides hardii,Ahar06,1.61,5,8.4,0.800046038,0.802269438,0.0669,0.10794,Ahar06_Flat02,4/15/24,240415_Calib04,400,1,0,2.156588816,2.183148345,2.19341459,0.870731707,0.871980676,1.025,1.035,0.975609756,0.966183575,88.518,98.827
Aneides hardii,Ahar06,1.61,5,8.4,0.800767147,0.799218237,0.0669,0.10794,Ahar06_Flat03,4/15/24,240415_Calib04,400,1,0,2.319509307,2.182362165,2.167250808,0.849056604,0.867374005,0.9275,0.9425,1.078167116,1.061007958,99.072,99.718
Aneides hardii,Ahar06,1.61,5,8.4,0.778713467,0.806407681,0.0669,0.10794,Ahar06_Flat05,4/15/24,240415_Calib04,400,1,0,3.14451219,2.179502358,2.455864749,0.824324324,0.848993289,0.74,0.745,1.351351351,1.342281879,97.137,103.108
Aneides hardii,Ahar06,1.61,5,8.4,0.80437776,0.816340968,0.0669,0.10794,Ahar06_Flat06,4/15/24,240415_Calib04,400,1,0,2.550753444,2.340057745,2.188443948,0.869688385,0.861035422,0.8825,0.9175,1.133144476,1.089918256,100.311,101.237
Aneides hardii,Ahar07,1.15,4.05,8,0.671381338,0.67610105,0.05012,0.09343,Ahar07_45deg02,11/15/23,231115_Calib11,400,1,45,1.808662556,1.734376865,1.824168666,0.88,0.900966184,1,1.035,1,0.966183575,98.664,120.346
Aneides hardii,Ahar07,1.15,4.05,8,0.650904833,0.666237891,0.05012,0.09343,Ahar07_45deg03,11/15/23,231115_Calib11,400,1,45,1.668026336,1.829342622,1.732261369,0.904761905,0.901315789,1.05,1.14,0.952380952,0.877192982,106.058,118.488
