Finger_cam1_X,Finger_cam1_Y,Finger_cam2_X,Finger_cam2_Y,Metacarpal_cam1_X,Metacarpal_cam1_Y,Metacarpal_cam2_X,Metacarpal_cam2_Y,Wrist_cam1_X,Wrist_cam1_Y,Wrist_cam2_X,Wrist_cam2_Y,Elbow_cam1_X,Elbow_cam1_Y,Elbow_cam2_X,Elbow_cam2_Y,Shoulder_cam1_X,Shoulder_cam1_Y,Shoulder_cam2_X,Shoulder_cam2_Y,Pec_A_cam1_X,Pec_A_cam1_Y,Pec_A_cam2_X,Pec_A_cam2_Y,Pec_P_cam1_X,Pec_P_cam1_Y,Pec_P_cam2_X,Pec_P_cam2_Y,Toe_cam1_X,Toe_cam1_Y,Toe_cam2_X,Toe_cam2_Y,Metatarsal_cam1_X,Metatarsal_cam1_Y,Metatarsal_cam2_X,Metatarsal_cam2_Y,Ankle_cam1_X,Ankle_cam1_Y,Ankle_cam2_X,Ankle_cam2_Y,Knee_cam1_X,Knee_cam1_Y,Knee_cam2_X,Knee_cam2_Y,Hip_cam1_X,Hip_cam1_Y,Hip_cam2_X,Hip_cam2_Y,Pel_A_cam1_X,Pel_A_cam1_Y,Pel_A_cam2_X,Pel_A_cam2_Y,Pel_P_cam1_X,Pel_P_cam1_Y,Pel_P_cam2_X,Pel_P_cam2_Y,Snout_cam1_X,Snout_cam1_Y,Snout_cam2_X,Snout_cam2_Y,Mid_1_cam1_X,Mid_1_cam1_Y,Mid_1_cam2_X,Mid_1_cam2_Y,Mid_2_cam1_X,Mid_2_cam1_Y,Mid_2_cam2_X,Mid_2_cam2_Y,Mid_3_cam1_X,Mid_3_cam1_Y,Mid_3_cam2_X,Mid_3_cam2_Y,Tail_1_cam1_X,Tail_1_cam1_Y,Tail_1_cam2_X,Tail_1_cam2_Y,Tail_2_cam1_X,Tail_2_cam1_Y,Tail_2_cam2_X,Tail_2_cam2_Y,Tail_3_cam1_X,Tail_3_cam1_Y,Tail_3_cam2_X,Tail_3_cam2_Y,Tail_4_cam1_X,Tail_4_cam1_Y,Tail_4_cam2_X,Tail_4_cam2_Y,Tail_5_cam1_X,Tail_5_cam1_Y,Tail_5_cam2_X,Tail_5_cam2_Y,Tail_6_cam1_X,Tail_6_cam1_Y,Tail_6_cam2_X,Tail_6_cam2_Y
768.4921264648438,752.0507202148438,729.3197631835938,902.7491455078125,796.8467407226562,750.4161376953125,758.0748901367188,899.5490112304688,816.4705200195312,744.6510009765625,779.1889038085938,894.2380981445312,801.0243530273438,734.2288818359375,765.4270629882812,847.1542358398438,762.5371704101562,717.85595703125,728.8392333984375,861.7103271484375,735.050048828125,687.0263061523438,704.4483032226562,839.656005859375,749.8740844726562,679.9082641601562,720.1011352539062,840.8525390625,846.2017211914062,786.1221923828125,806.2526245117188,853.9974975585938,875.8152465820312,780.4071044921875,832.6622314453125,860.593994140625,907.8123168945312,770.1503295898438,866.7929077148438,864.6583862304688,937.7200317382812,732.134765625,902.3682861328125,850.51953125,968.3775024414062,699.60498046875,935.9280395507812,861.3392333984375,970.5250244140625,667.2014770507812,939.74609375,843.0147705078125,992.135986328125,674.57421875,964.3142700195312,846.405517578125,590.604248046875,718.44287109375,551.8038330078125,858.020751953125,804.0476684570312,663.7999877929688,774.7306518554688,838.1343383789062,862.0206298828125,654.5882568359375,828.2919921875,838.132568359375,919.36328125,655.6986694335938,887.5556030273438,838.8486328125,1057.569091796875,689.0471801757812,1033.3216552734375,851.8809204101562,1200.53466796875,697.6043090820312,1159.3990478515625,863.2168579101562,1321.3682861328125,700.8853759765625,1259.630126953125,871.630859375,1404.732666015625,715.6362915039062,1376.5789794921875,882.2269287109375,1448.78662109375,773.480712890625,1437.9796142578125,890.8551025390625,1492.5736083984375,858.0714721679688,1482.804931640625,890.9552001953125
768.4996948242188,752.1905517578125,729.3014526367188,902.6696166992188,797.069580078125,750.6668701171875,758.0682373046875,899.421875,816.6809692382812,744.8069458007812,779.0023803710938,893.4651489257812,800.1687622070312,734.3912963867188,763.7197265625,848.086669921875,762.0177612304688,718.0672607421875,728.0115966796875,861.678955078125,734.4840087890625,687.27685546875,703.7681274414062,839.8612670898438,749.275390625,680.19921875,718.7930908203125,840.9031372070312,842.1778564453125,785.1133422851562,801.05029296875,860.90771484375,872.12060546875,779.406494140625,831.6005249023438,869.7980346679688,905.1984252929688,769.5830688476562,865.6310424804688,871.2896728515625,936.4514770507812,730.471435546875,897.7546997070312,852.1129150390625,966.281005859375,699.0665893554688,933.462646484375,861.58935546875,969.733154296875,667.5841674804688,937.90185546875,843.2647705078125,990.6709594726562,674.0557861328125,962.9775390625,846.5146484375,589.8519897460938,718.6412353515625,551.0397338867188,858.5363159179688,803.349365234375,664.2533569335938,771.0348510742188,838.9287719726562,861.3656616210938,654.7810668945312,824.4461669921875,836.747802734375,918.0843505859375,655.41650390625,883.681884765625,839.6036987304688,1086.2344970703125,690.4110717773438,1032.561279296875,852.13623046875,1201.1376953125,697.8981323242188,1159.3714599609375,863.414794921875,1303.3865966796875,700.9387817382812,1256.3280029296875,871.588134765625,1404.5054931640625,715.91357421875,1372.2474365234375,881.4088745117188,1448.6259765625,773.1870727539062,1437.3741455078125,890.5139770507812,1492.4462890625,857.4271850585938,1482.427978515625,890.3148193359375
768.4534912109375,752.2186279296875,729.4749145507812,902.8274536132812,797.67529296875,750.796875,758.1648559570312,899.678466796875,816.7741088867188,744.8870239257812,778.6608276367188,893.1387329101562,800.0023803710938,734.4025268554688,763.8137817382812,848.591064453125,761.8484497070312,718.1932983398438,727.7689208984375,861.71875,734.3071899414062,687.441162109375,703.5269165039062,839.9605712890625,748.8419189453125,680.540771484375,719.0762329101562,840.9747924804688,838.9865112304688,783.0791015625,803.1459350585938,870.2440795898438,869.603515625,778.290771484375,835.0126342773438,877.252685546875,902.7731323242188,769.3320922851562,867.166015625,877.997802734375,935.1813354492188,730.156005859375,896.1058959960938,853.6954345703125,964.6401977539062,699.0071411132812,931.6997680664062,862.0360107421875,968.4220581054688,667.8764038085938,935.8082275390625,843.1245727539062,989.4210815429688,674.1166381835938,960.7978515625,846.4486083984375,589.2765502929688,718.682861328125,550.1450805664062,859.1298828125,803.1785888671875,664.3035278320312,769.9412841796875,839.4464721679688,860.7161865234375,655.060791015625,825.2359619140625,838.4019775390625,917.5986328125,655.2105712890625,884.6499633789062,838.9503784179688,1085.7557373046875,690.6102294921875,1031.23974609375,852.1494750976562,1195.0006103515625,697.3782348632812,1159.3411865234375,863.5969848632812,1301.7039794921875,701.0527954101562,1256.7987060546875,871.8206176757812,1404.3995361328125,716.0409545898438,1375.475341796875,882.2000122070312,1448.4000244140625,773.0337524414062,1437.209228515625,890.67138671875,1492.453125,856.7630004882812,1482.339599609375,889.7380981445312
768.3258666992188,752.2445678710938,729.7359619140625,902.63330078125,797.390869140625,750.9977416992188,758.197998046875,899.5543823242188,816.553955078125,744.7887573242188,778.4270629882812,892.7949829101562,799.6279907226562,734.134521484375,763.2218017578125,848.3038330078125,761.2738647460938,718.2920532226562,727.0596313476562,861.627685546875,733.657470703125,687.5950317382812,702.1826171875,840.2454833984375,748.4222412109375,680.6419677734375,718.0482177734375,841.1167602539062,837.240478515625,782.6998901367188,799.2447509765625,875.5181274414062,867.7503051757812,777.7984619140625,832.1582641601562,882.8139038085938,900.9772338867188,768.795654296875,864.9708862304688,881.5088500976562,934.1640014648438,730.74853515625,896.846923828125,858.097412109375,963.3129272460938,698.7420043945312,931.1473999023438,862.9183959960938,967.272705078125,667.7464599609375,934.3253784179688,843.3131103515625,989.7798461914062,675.2269897460938,959.2049560546875,846.9254150390625,588.6236572265625,718.80712890625,549.3030395507812,859.6426391601562,802.7564697265625,664.2913208007812,768.5757446289062,839.6997680664062,860.0337524414062,655.1389770507812,825.4424438476562,838.3768920898438,916.5957641601562,654.9976806640625,884.4295043945312,839.5918579101562,1053.6214599609375,688.9410400390625,1028.9974365234375,852.1112060546875,1192.8150634765625,697.2413940429688,1152.910400390625,863.9320678710938,1306.9110107421875,701.361328125,1240.315673828125,870.1941528320312,1403.6715087890625,716.1101684570312,1376.0263671875,881.9605712890625,1447.1131591796875,772.3536376953125,1436.8316650390625,890.3694458007812,1492.304443359375,856.0502319335938,1481.9342041015625,889.0208740234375
768.1773071289062,752.1429443359375,729.2291259765625,902.5429077148438,797.4031982421875,750.9474487304688,757.906982421875,899.49169921875,816.2411499023438,744.8878784179688,777.9276123046875,892.9654541015625,799.0989379882812,734.3106689453125,762.8423461914062,848.8109130859375,760.5899047851562,718.4411010742188,726.362548828125,861.5497436523438,732.722412109375,687.9404296875,701.46533203125,841.1676635742188,747.2315063476562,681.430908203125,716.83984375,841.5202026367188,835.7183837890625,782.843017578125,798.0223999023438,887.9412841796875,866.6723022460938,778.385498046875,830.3603515625,891.61279296875,900.0353393554688,767.8433227539062,862.7537231445312,889.6028442382812,932.9215698242188,732.2991333007812,895.46240234375,863.4790649414062,961.8619384765625,698.5562744140625,930.3394165039062,864.3136596679688,965.7396850585938,667.7483520507812,932.51953125,843.6348876953125,988.2791137695312,675.34130859375,957.6812744140625,847.5138549804688,587.8603515625,718.7078247070312,548.4802856445312,860.086669921875,801.7191162109375,664.4279174804688,768.9236450195312,839.537353515625,858.81201171875,655.2816162109375,825.9840698242188,838.1569213867188,915.4649658203125,656.609375,882.88037109375,840.2964477539062,1052.0687255859375,688.9549560546875,1027.9039306640625,852.59423828125,1191.5736083984375,697.1425170898438,1152.0523681640625,863.9854125976562,1307.624755859375,701.3832397460938,1240.489501953125,870.1846313476562,1403.870849609375,716.9390869140625,1375.5546875,881.9257202148438,1446.5616455078125,771.9403686523438,1436.81005859375,890.3574829101562,1491.9847412109375,855.38134765625,1481.774658203125,888.3582763671875
768.0499877929688,752.174560546875,729.41015625,902.4459228515625,797.4074096679688,751.0742797851562,757.8479614257812,899.2418823242188,816.1061401367188,744.6900024414062,777.5941162109375,892.5728759765625,798.462646484375,734.7589111328125,762.896484375,848.669677734375,760.3430786132812,718.9190063476562,725.305908203125,861.9447021484375,731.8245849609375,688.2930908203125,700.120361328125,841.4343872070312,746.681396484375,681.697265625,716.1260375976562,841.6368408203125,834.21484375,783.5811157226562,801.736328125,896.8702392578125,866.63525390625,778.76220703125,831.0822143554688,897.4393920898438,899.4122314453125,767.2933349609375,861.1500244140625,893.9624633789062,932.0069580078125,733.3263549804688,892.6422119140625,866.7433471679688,961.1288452148438,698.578369140625,928.6976318359375,866.4570922851562,964.9332275390625,667.0986328125,931.5109252929688,844.0151977539062,987.1660766601562,675.109619140625,956.7994384765625,848.2723999023438,587.1050415039062,718.9779663085938,547.8564453125,860.3729858398438,801.7942504882812,664.315185546875,767.263671875,839.2403564453125,858.1560668945312,655.3289184570312,825.182373046875,838.4937133789062,914.5585327148438,656.89892578125,882.8143920898438,840.6363525390625,1051.643310546875,689.3206176757812,1033.0130615234375,853.486083984375,1191.98486328125,697.3126831054688,1151.676025390625,864.3339233398438,1323.123779296875,701.07275390625,1239.2088623046875,870.142578125,1403.4793701171875,717.3048095703125,1375.27490234375,882.050048828125,1446.6669921875,772.0604858398438,1436.6893310546875,890.345947265625,1491.710205078125,855.0111083984375,1481.32373046875,887.8954467773438
767.90283203125,752.2734375,729.4425048828125,902.4571533203125,797.43701171875,751.4192504882812,758.0215454101562,899.45166015625,815.870361328125,744.4869384765625,776.7960205078125,892.3660278320312,797.89794921875,735.169921875,762.2732543945312,848.9403686523438,759.373779296875,719.0188598632812,724.7848510742188,862.027587890625,730.6226806640625,688.54150390625,698.9349365234375,841.5632934570312,745.9002075195312,682.5355834960938,715.0131225585938,842.1653442382812,833.8817138671875,784.2579956054688,797.7792358398438,902.7838134765625,867.1901245117188,778.9798583984375,830.0209350585938,899.8645629882812,899.8994140625,767.597412109375,860.680908203125,898.5630493164062,931.8206176757812,734.2373657226562,889.6207885742188,869.6165161132812,960.3269653320312,698.7146606445312,927.9894409179688,867.4157104492188,964.1386108398438,666.7344970703125,930.8861694335938,844.4444580078125,986.1895751953125,675.1395263671875,956.5440673828125,848.3389892578125,586.269287109375,719.2593994140625,547.1723022460938,860.8029174804688,799.639404296875,664.1929321289062,766.25341796875,839.4264526367188,857.4332275390625,655.150390625,823.295166015625,838.1265869140625,913.6567993164062,656.8560791015625,880.4398193359375,841.077880859375,1050.700927734375,689.340576171875,1035.7369384765625,853.9730834960938,1191.589599609375,697.5485229492188,1153.2008056640625,864.9904174804688,1329.0419921875,701.0349731445312,1239.750732421875,871.6163940429688,1403.76220703125,717.6553344726562,1374.3001708984375,882.1046142578125,1446.47900390625,771.9430541992188,1436.2335205078125,890.212646484375,1491.2579345703125,854.4752807617188,1480.849853515625,888.12109375
767.9519653320312,752.4114990234375,729.3568115234375,902.41162109375,797.4089965820312,751.6026000976562,757.934326171875,899.295654296875,815.9578247070312,744.6228637695312,776.2775268554688,892.1045532226562,797.062255859375,735.4129028320312,761.7427978515625,848.8671875,758.3853149414062,719.1622924804688,724.133056640625,861.9571533203125,729.572509765625,688.9226684570312,698.0624389648438,842.0731201171875,744.70947265625,683.0726318359375,714.9386596679688,842.3621215820312,834.1665649414062,784.6172485351562,796.5234985351562,903.668212890625,867.414306640625,779.3002319335938,828.162841796875,901.7440185546875,899.8820190429688,768.2129516601562,858.4036254882812,899.374755859375,931.7708740234375,734.3896484375,889.376708984375,870.0274047851562,959.7591552734375,698.7271728515625,928.3405151367188,867.5064697265625,963.4161376953125,666.4866943359375,931.1304321289062,844.9844970703125,985.6080932617188,675.036865234375,956.9222412109375,848.4889526367188,585.4818115234375,719.1907348632812,546.2664184570312,861.2719116210938,798.6736450195312,664.6956176757812,765.9525756835938,839.5377807617188,856.3485107421875,655.2717895507812,822.7846069335938,838.586669921875,912.7300415039062,656.5438842773438,880.8794555664062,841.4649658203125,1049.4598388671875,689.1539916992188,1035.32763671875,854.1974487304688,1118.239501953125,693.9288940429688,1153.5638427734375,865.3682250976562,1329.85693359375,701.0517578125,1241.2110595703125,871.7822875976562,1403.24169921875,717.5729370117188,1371.5421142578125,881.2706909179688,1446.2293701171875,771.8186645507812,1435.4957275390625,890.0538330078125,1490.744873046875,854.2799682617188,1480.525634765625,887.6112060546875
767.8837280273438,752.4307250976562,729.5113525390625,902.5396728515625,797.3400268554688,751.8123168945312,757.9265747070312,899.3019409179688,815.8163452148438,744.8075561523438,776.0384521484375,892.0027465820312,796.3912963867188,735.3958129882812,761.3609008789062,848.8599243164062,757.604736328125,719.4197387695312,724.0447998046875,861.95556640625,728.4275512695312,688.2024536132812,697.9141845703125,842.1196899414062,743.854248046875,683.500244140625,714.7964477539062,842.380615234375,833.9637451171875,784.5726928710938,797.4742431640625,904.8701171875,867.1358642578125,779.01904296875,828.7011108398438,901.8486938476562,899.5658569335938,767.7994384765625,858.7890014648438,898.7525634765625,931.0145874023438,734.045166015625,889.0308227539062,869.0078125,959.3723754882812,698.5598754882812,927.0651245117188,867.3512573242188,963.0197143554688,666.3292236328125,929.8471069335938,845.3397827148438,985.1429443359375,674.961669921875,954.6759643554688,849.0873413085938,584.5953369140625,719.4007568359375,545.4328002929688,861.54736328125,798.2116088867188,664.7379150390625,765.9420776367188,839.6513061523438,856.3124389648438,655.4403076171875,822.8213500976562,838.9087524414062,912.4557495117188,656.6956176757812,880.8335571289062,841.7853393554688,1048.6654052734375,689.1731567382812,1035.957275390625,854.4439086914062,1189.177734375,697.605224609375,1153.2667236328125,865.8328857421875,1329.42333984375,701.286865234375,1240.902587890625,871.9547119140625,1403.1649169921875,717.8004760742188,1370.672119140625,881.26025390625,1446.0159912109375,771.6277465820312,1435.475830078125,890.0648803710938,1490.3927001953125,854.1436157226562,1480.19873046875,887.1524047851562
767.9417114257812,752.5505981445312,729.4688720703125,902.50146484375,797.1028442382812,751.8909301757812,757.90087890625,899.0884399414062,815.5166015625,745.09521484375,776.022705078125,891.6625366210938,796.4984741210938,735.5972900390625,760.6909790039062,848.9913940429688,756.7323608398438,719.78076171875,723.1323852539062,862.1250610351562,727.6392211914062,688.5261840820312,696.939208984375,842.0614624023438,743.0051879882812,684.0049438476562,713.9808349609375,842.3951416015625,833.9157104492188,784.6161499023438,797.4019775390625,905.3201293945312,867.11572265625,779.026611328125,828.5549926757812,901.9390258789062,899.5482177734375,767.8013305664062,858.6720581054688,898.8436889648438,930.4882202148438,733.63916015625,889.218017578125,868.4729614257812,959.0752563476562,697.7474365234375,926.861328125,867.0980224609375,962.4114379882812,666.0628662109375,929.1009521484375,845.5588989257812,984.6197509765625,674.759521484375,954.1696166992188,848.694091796875,584.0458374023438,719.8346557617188,544.614501953125,861.7582397460938,797.4877319335938,664.9553833007812,765.78515625,839.7012329101562,855.2706298828125,655.690185546875,822.7702026367188,839.2009887695312,911.487548828125,656.3999633789062,881.0712280273438,841.9970092773438,1048.470947265625,689.0868530273438,1034.8883056640625,854.4310913085938,1189.309326171875,697.7940063476562,1153.0518798828125,865.9210205078125,1325.10791015625,701.503662109375,1237.1898193359375,871.1680297851562,1403.0279541015625,718.2835083007812,1370.085693359375,881.2367553710938,1445.8955078125,771.7251586914062,1434.9324951171875,889.9783325195312,1489.94482421875,853.807861328125,1480.3428955078125,887.1425170898438
